KEY,NUCLIDE,METHOD,< VALUE_Bq/m³,VALUE_Bq/m³,ERROR%_m³,DATE_OF_ENTRY
"WKRIL2012003","CS137",,,5.3,32,"08/20/14 00:00:00"
"WKRIL2012004","CS137",,,19.9,20,"08/20/14 00:00:00"
"WKRIL2012005","CS137",,,25.5,20,"08/20/14 00:00:00"
"WKRIL2012006","CS137",,,17,29,"08/20/14 00:00:00"
"WKRIL2012007","CS137",,,22.2,18,"08/20/14 00:00:00"
"WKRIL2012008","CS137",,,22,20,"08/20/14 00:00:00"
"WKRIL2012009","CS137",,,23.7,18,"08/20/14 00:00:00"
"WKRIL2012010","CS137",,,28.8,20,"08/20/14 00:00:00"
"WKRIL2012011","CS137",,,27.2,20,"08/20/14 00:00:00"
"WKRIL2012012","CS137",,,16.3,20,"08/20/14 00:00:00"
"WKRIL2012013","CS137",,,33.3,20,"08/20/14 00:00:00"
"WKRIL2012014","CS137",,,25.4,18,"08/20/14 00:00:00"
"WKRIL2012015","CS137",,,14.9,20,"08/20/14 00:00:00"
"WKRIL2012016","CS137",,,34.9,17,"08/20/14 00:00:00"
"WKRIL2012018","CS137",,,29,21,"08/20/14 00:00:00"
"WKRIL2012019","CS137",,,15.7,33,"08/20/14 00:00:00"
"WKRIL2012020","CS137",,,12.3,20,"08/20/14 00:00:00"
"WKRIL2012021","CS137",,,22.2,20,"08/20/14 00:00:00"
"WKRIL2012022","CS137",,,13,34,"08/20/14 00:00:00"
"WKRIL2012023","CS137",,,32.9,20,"08/20/14 00:00:00"
"WKRIL2012025","CS137",,,33.9,20,"08/20/14 00:00:00"
"WKRIL2012026","CS137",,,36.4,20,"08/20/14 00:00:00"
"WKRIL2012027","CS137",,,36.5,20,"08/20/14 00:00:00"
"WKRIL2012028","CS137",,,33.3,20,"08/20/14 00:00:00"
"WKRIL2012029","CS137",,,8.5,40,"08/20/14 00:00:00"
"WKRIL2012030","CS137",,"<",2.6,,"08/20/14 00:00:00"
"WKRIL2012031","CS137",,,48.4,20,"08/20/14 00:00:00"
"WKRIL2012032","CS137",,"<",4,,"08/20/14 00:00:00"
"WKRIL2012033","CS137",,"<",2.7,,"08/20/14 00:00:00"
"WKRIL2012034","CS137",,"<",2.4,,"08/20/14 00:00:00"
"WKRIL2012035","CS137",,"<",3.8,,"08/20/14 00:00:00"
"WKRIL2012036","CS137",,"<",6,,"08/20/14 00:00:00"
"WKRIL2012001","SR90",,,8.199999999999999,20,"08/20/14 00:00:00"
"WKRIL2012002","SR90",,,7.5,20,"08/20/14 00:00:00"
"WKRIL2012003","SR90",,,7.1,20,"08/20/14 00:00:00"
"WKRIL2012004","SR90",,,7.7,19,"08/20/14 00:00:00"
"WKRIL2012005","SR90",,,11.8,20,"08/20/14 00:00:00"
"WKRIL2012006","SR90",,,9.800000000000001,20,"08/20/14 00:00:00"
"WKRIL2012007","SR90",,,10.2,20,"08/20/14 00:00:00"
"WKRIL2012008","SR90",,,8.1,20,"08/20/14 00:00:00"
"WKRIL2012009","SR90",,,8.4,20,"08/20/14 00:00:00"
"WKRIL2012010","SR90",,,9.9,20,"08/20/14 00:00:00"
"WKRIL2012011","SR90",,,3.9,21,"08/20/14 00:00:00"
"WKRIL2012012","SR90",,,6,20,"08/20/14 00:00:00"
"WKRIL2012013","SR90",,,6.8,21,"08/20/14 00:00:00"
"WKRIL2012014","SR90",,,8.5,20,"08/20/14 00:00:00"
"WKRIL2012015","SR90",,,4,20,"08/20/14 00:00:00"
"WKRIL2012016","SR90",,,8.199999999999999,20,"08/20/14 00:00:00"
"WKRIL2012018","SR90",,,10.7,20,"08/20/14 00:00:00"
"WKRIL2012019","SR90",,,9.6,20,"08/20/14 00:00:00"
"WKRIL2012020","SR90",,,10.2,20,"08/20/14 00:00:00"
"WKRIL2012021","SR90",,,10.5,20,"08/20/14 00:00:00"
"WKRIL2012022","SR90",,,9,20,"08/20/14 00:00:00"
"WKRIL2012023","SR90",,,10.4,20,"08/20/14 00:00:00"
"WKRIL2012025","SR90",,,7.6,20,"08/20/14 00:00:00"
"WKRIL2012026","SR90",,,9.6,20,"08/20/14 00:00:00"
"WKRIL2012027","SR90",,,8,20,"08/20/14 00:00:00"
"WKRIL2012028","SR90",,,9.9,20,"08/20/14 00:00:00"
"WKRIL2012029","SR90",,,13.2,20,"08/20/14 00:00:00"
"WKRIL2012030","SR90",,,8.699999999999999,20,"08/20/14 00:00:00"
"WKRIL2012031","SR90",,,15.1,20,"08/20/14 00:00:00"
"WKRIL2012032","SR90",,,8.4,20,"08/20/14 00:00:00"
"WKRIL2012033","SR90",,,5.7,19,"08/20/14 00:00:00"
"WKRIL2012034","SR90",,,3.4,21,"08/20/14 00:00:00"
"WKRIL2012035","SR90",,,7.8,21,"08/20/14 00:00:00"
"WKRIL2012036","SR90",,,8.1,20,"08/20/14 00:00:00"
"WKRIL2012001","H3",,,3000,40,"08/20/14 00:00:00"
"WKRIL2012002","H3",,,2700,44,"08/20/14 00:00:00"
"WKRIL2012003","H3",,,2800,43,"08/20/14 00:00:00"
"WKRIL2012004","H3",,,4200,33,"08/20/14 00:00:00"
"WKRIL2012005","H3",,,1700,71,"08/20/14 00:00:00"
"WKRIL2012006","H3",,,2900,41,"08/20/14 00:00:00"
"WKRIL2012007","H3",,,2700,44,"08/20/14 00:00:00"
"WKRIL2012008","H3",,,3600,36,"08/20/14 00:00:00"
"WKRIL2012009","H3",,,4100,34,"08/20/14 00:00:00"
"WKRIL2012010","H3",,,2000,60,"08/20/14 00:00:00"
"WKRIL2012011","H3",,,2200,55,"08/20/14 00:00:00"
"WKRIL2012013","H3",,,2300,52,"08/20/14 00:00:00"
"WKRIL2012014","H3",,,3100,42,"08/20/14 00:00:00"
"WKRIL2012016","H3",,,2500,48,"08/20/14 00:00:00"
"WKRIL2012017","H3",,"<",1000,,"08/20/14 00:00:00"
"WKRIL2012018","H3",,"<",1000,,"08/20/14 00:00:00"
"WKRIL2012019","H3",,,1800,67,"08/20/14 00:00:00"
"WKRIL2012022","H3",,,2300,52,"08/20/14 00:00:00"
"WKRIL2012023","H3",,,1200,92,"08/20/14 00:00:00"
"WKRIL2012024","H3",,"<",1000,,"08/20/14 00:00:00"
"WKRIL2012025","H3",,"<",1000,,"08/20/14 00:00:00"
"WKRIL2012027","H3",,"<",1000,,"08/20/14 00:00:00"
"WKRIL2012028","H3",,,3400,38,"08/20/14 00:00:00"
"WKRIL2012029","H3",,,2800,43,"08/20/14 00:00:00"
"WKRIL2012030","H3",,,1500,73,"08/20/14 00:00:00"
"WKRIL2012031","H3",,,3000,43,"08/20/14 00:00:00"
"WKRIL2012032","H3",,,3200,41,"08/20/14 00:00:00"
"WKRIL2012033","H3",,,4400,30,"08/20/14 00:00:00"
"WKRIL2012034","H3",,,3400,38,"08/20/14 00:00:00"
"WKRIL2012035","H3",,,1900,63,"08/20/14 00:00:00"
"WKRIL2012036","H3",,,2300,52,"08/20/14 00:00:00"
"WCLOR1987035","CS137","CLOR02",,91,13,
"WCLOR1987036","CS134","CLOR02",,27,14,
"WCLOR1987036","CS137","CLOR02",,65,14,
"WCLOR1987036","SR90","CLOR04",,21,12,
"WCLOR1987037","CS134","CLOR02",,21,13,
"WCLOR1987037","CS137","CLOR02",,60,13,
"WCLOR1987037","SR90","CLOR04",,19,13,
"WCLOR1987038","CS134","CLOR02",,24,13,
"WCLOR1987038","CS137","CLOR02",,69,14,
"WCLOR1987039","CS134","CLOR02",,25,14,
"WCLOR1987039","CS137","CLOR02",,65,14,
"WCLOR1987039","SR90","CLOR04",,20,12,
"WCLOR1987040","CS134","CLOR02",,21,13,
"WCLOR1987040","CS137","CLOR02",,54,14,
"WCLOR1987040","SR90","CLOR04",,22,12,
"WCLOR1987041","CS134","CLOR02",,23,14,
"WCLOR1987041","CS137","CLOR02",,55,14,
"WCLOR1987041","SR90","CLOR04",,20,12,
"WCLOR1987042","CS134","CLOR02",,19,14,
"WCLOR1987042","CS137","CLOR02",,54,14,
"WCLOR1987042","SR90","CLOR04",,21,12,
"WCLOR1987043","CS134","CLOR02",,35,14,
"WCLOR1987043","CS137","CLOR02",,86,14,
"WCLOR1987044","CS134","CLOR02",,33,16,
"WCLOR1987044","CS137","CLOR02",,78,16,
"WCLOR1987044","SR90","CLOR04",,20,13,
"WCLOR1987045","CS134","CLOR02",,20,15,
"WCLOR1987045","CS137","CLOR02",,50,15,
"WCLOR1987045","SR90","CLOR04",,18,13,
"WCLOR1987046","CS134","CLOR02",,25,14,
"WCLOR1987046","CS137","CLOR02",,62,14,
"WCLOR1987047","CS134","CLOR02",,12,16,
"WCLOR1987047","CS137","CLOR02",,34,15,
"WCLOR1987047","SR90","CLOR04",,18,12,
"WCLOR1987048","CS134","CLOR02",,20,14,
"WCLOR1987048","CS137","CLOR02",,58,14,
"WCLOR1987048","SR90","CLOR04",,21,12,
"WCLOR1987049","CS134","CLOR02",,35,14,
"WCLOR1987049","CS137","CLOR02",,91,16,
"WCLOR1988001","CS134","CLOR02",,25,18,
"WCLOR1988001","CS137","CLOR02",,107,17,
"WCLOR1988001","SR90","CLOR04",,12.3,13,
"WCLOR1988002","CS134","CLOR02",,11,19,
"WCLOR1988002","CS137","CLOR02",,58,17,
"WCLOR1988002","SR90","CLOR04",,16.8,12,
"WCLOR1988003","CS134","CLOR02",,26,16,
"WCLOR1988003","CS137","CLOR02",,110,16,
"WCLOR1988003","SR90","CLOR04",,17.8,12,
"WCLOR1988004","CS134","CLOR02",,15,16,
"WCLOR1988004","CS137","CLOR02",,81,16,
"WCLOR1988004","SR90","CLOR04",,16.5,13,
"WCLOR1988005","CS134","CLOR02",,12,19,
"WCLOR1988005","CS137","CLOR02",,65,18,
"WCLOR1988005","SR90","CLOR04",,14,14,
"WCLOR1988006","CS134","CLOR02",,26,17,
"WCLOR1988006","CS137","CLOR02",,110,16,
"WCLOR1988006","SR90","CLOR04",,17,13,
"WCLOR1988007","CS134","CLOR02",,14,17,
"WCLOR1988007","CS137","CLOR02",,72,16,
"WCLOR1988007","SR90","CLOR04",,18.1,13,
"WCLOR1988008","CS134","CLOR02",,25,18,
"WCLOR1988008","CS137","CLOR02",,106,16,
"WCLOR1988008","SR90","CLOR04",,17.2,12,
"WCLOR1988009","CS134","CLOR02",,18,18,
"WCLOR1988009","CS137","CLOR02",,91,17,
"WCLOR1988009","SR90","CLOR04",,18.1,13,
"WCLOR1988010","CS134","CLOR02",,11,19,
"WCLOR1988010","CS137","CLOR02",,60,18,
"WCLOR1988010","SR90","CLOR04",,17.8,12,
"WCLOR1988011","CS134","CLOR02",,26,17,
"WCLOR1988011","CS137","CLOR02",,110,16,
"WCLOR1988011","SR90","CLOR04",,18.5,11,
"WCLOR1988012","CS134","CLOR02",,13,19,
"WCLOR1988012","CS137","CLOR02",,67,18,
"WCLOR1988012","SR90","CLOR04",,17,12,
"WCLOR1988013","CS134","CLOR02",,25,18,
"WCLOR1988013","CS137","CLOR02",,107,17,
"WCLOR1988013","SR90","CLOR04",,12.6,12,
"WCLOR1988014","CS134","CLOR02",,12,19,
"WCLOR1988014","CS137","CLOR02",,64,17,
"WCLOR1988014","SR90","CLOR04",,17,11,
"WCLOR1988015","CS134","CLOR02",,12,19,
"WCLOR1988015","CS137","CLOR02",,75,16,
"WCLOR1988015","SR90","CLOR04",,15.1,12,
"WCLOR1988016","CS134","CLOR02",,22,18,
"WCLOR1988016","CS137","CLOR02",,97,16,
"WCLOR1988016","SR90","CLOR04",,13.3,12,
"WCLOR1988017","CS134","CLOR02",,18,18,
"WCLOR1988017","CS137","CLOR02",,102,17,
"WCLOR1988017","SR90","CLOR04",,12.8,14,
"WCLOR1988018","CS134","CLOR02",,24,18,
"WCLOR1988018","CS137","CLOR02",,101,16,
"WCLOR1988018","SR90","CLOR04",,12.1,13,
"WCLOR1988019","CS134","CLOR02",,19,18,
"WCLOR1988019","CS137","CLOR02",,107,16,
"WCLOR1988019","SR90","CLOR04",,12.5,13,
"WCLOR1988020","CS134","CLOR02",,27,18,
"WCLOR1988020","CS137","CLOR02",,116,17,
"WCLOR1988020","SR90","CLOR04",,15.4,13,
"WCLOR1988021","CS134","CLOR02",,24,18,
"WCLOR1988021","CS137","CLOR02",,103,16,
"WCLOR1988021","SR90","CLOR04",,18.2,12,
"WCLOR1988022","CS134","CLOR02",,17,19,
"WCLOR1988022","CS137","CLOR02",,98,16,
"WCLOR1988022","SR90","CLOR04",,15,13,
"WCLOR1988023","CS134","CLOR02",,21,17,
"WCLOR1988023","CS137","CLOR02",,93,16,
"WCLOR1988023","SR90","CLOR04",,17.1,11,
"WCLOR1988024","CS134","CLOR02",,27,18,
"WCLOR1988024","CS137","CLOR02",,113,17,
"WCLOR1988024","SR90","CLOR04",,18.3,11,
"WCLOR1988025","CS134","CLOR02",,13,21,
"WCLOR1988025","CS137","CLOR02",,78,17,
"WCLOR1988025","SR90","CLOR04",,18.1,12,
"WCLOR1988026","CS134","CLOR02",,26,18,
"WCLOR1988026","CS137","CLOR02",,110,17,
"WCLOR1988026","SR90","CLOR04",,17.6,12,
"WCLOR1988027","CS134","CLOR02",,23,18,
"WCLOR1988027","CS137","CLOR02",,101,16,
"WCLOR1988027","SR90","CLOR04",,17.3,12,
"WCLOR1988028","CS134","CLOR02",,14,20,
"WCLOR1988028","CS137","CLOR02",,82,16,
"WCLOR1988028","SR90","CLOR04",,17.6,11,
"WCLOR1988029","CS134","CLOR02",,23,18,
"WCLOR1988029","CS137","CLOR02",,102,17,
"WCLOR1988029","SR90","CLOR04",,17.8,12,
"WCLOR1988030","CS134","CLOR02",,18,18,
"WCLOR1988030","CS137","CLOR02",,97,16,
"WCLOR1988030","SR90","CLOR04",,16.4,13,
"WCLOR1988031","CS134","CLOR02",,21,17,
"WCLOR1988031","CS137","CLOR02",,93,17,
"WCLOR1988031","SR90","CLOR04",,16.6,12,
"WCLOR1988032","CS134","CLOR02",,17,19,
"WCLOR1988032","CS137","CLOR02",,96,17,
"WCLOR1988032","SR90","CLOR04",,14.7,12,
"WCLOR1988033","CS134","CLOR02",,25,18,
"WCLOR1988033","CS137","CLOR02",,107,17,
"WCLOR1988033","SR90","CLOR04",,15.3,13,
"WCLOR1988034","CS134","CLOR02",,16,18,
"WCLOR1988034","CS137","CLOR02",,94,17,
"WCLOR1988034","SR90","CLOR04",,15.1,12,
"WCLOR1988035","CS134","CLOR02",,24,18,
"WCLOR1988035","CS137","CLOR02",,107,17,
"WCLOR1988035","SR90","CLOR04",,12.7,13,
"WCLOR1988036","CS134","CLOR02",,19,19,
"WCLOR1988036","CS137","CLOR02",,101,17,
"WCLOR1988036","SR90","CLOR04",,17,13,
"WCLOR1988037","CS134","CLOR02",,17,18,
"WCLOR1988037","CS137","CLOR02",,95,17,
"WCLOR1988037","SR90","CLOR04",,17,13,
"WCLOR1988038","CS134","CLOR02",,13,20,
"WCLOR1988038","CS137","CLOR02",,70,16,
"WCLOR1988038","SR90","CLOR04",,15.2,14,
"WCLOR1988039","CS134","CLOR02",,11,21,
"WCLOR1988039","CS137","CLOR02",,64,17,
"WCLOR1988039","SR90","CLOR04",,13.2,13,
"WCLOR1988040","CS134","CLOR02",,22,20,
"WCLOR1988040","CS137","CLOR02",,95,16,
"WCLOR1988040","SR90","CLOR04",,16.2,12,
"WCLOR1988041","CS134","CLOR02",,13,22,
"WCLOR1988041","CS137","CLOR02",,75,16,
"WCLOR1988041","SR90","CLOR04",,16.9,12,
"WCLOR1988042","CS134","CLOR02",,23,18,
"WCLOR1988042","CS137","CLOR02",,102,17,
"WCLOR1988042","SR90","CLOR04",,10.7,12,
"WCLOR1988043","CS134","CLOR02",,12,20,
"WCLOR1988043","CS137","CLOR02",,70,18,
"WCLOR1988043","SR90","CLOR04",,18,12,
"WCLOR1988044","CS134","CLOR02",,14,19,
"WCLOR1988044","CS137","CLOR02",,62,19,
"WCLOR1988044","SR90","CLOR04",,2.8,20,
"WCLOR1988045","CS134","CLOR02",,18,18,
"WCLOR1988045","CS137","CLOR02",,96,17,
"WCLOR1988045","SR90","CLOR04",,12.9,14,
"WCLOR1988046","CS134","CLOR02",,21,19,
"WCLOR1988046","CS137","CLOR02",,91,17,
"WCLOR1988046","SR90","CLOR04",,12.4,14,
"WCLOR1988047","CS134","CLOR02",,18,19,
"WCLOR1988047","CS137","CLOR02",,102,17,
"WCLOR1988047","SR90","CLOR04",,12.7,12,
"WCLOR1989001","CS134","CLOR02",,17,27,
"WCLOR1989001","CS137","CLOR02",,109,12,
"WCLOR1989001","SR90","CLOR04",,19,19,
"WCLOR1989002","CS134","CLOR02",,13,38,
"WCLOR1989002","CS137","CLOR02",,90,12,
"WCLOR1989002","SR90","CLOR04",,19.7,17,
"WCLOR1989003","CS134","CLOR02",,17,27,
"WCLOR1989003","CS137","CLOR02",,107,14,
"WCLOR1989003","SR90","CLOR04",,22.1,18,
"WCLOR1989004","CS134","CLOR02",,13,30,
"WCLOR1989004","CS137","CLOR02",,84,14,
"WCLOR1989004","SR90","CLOR04",,17.4,17,
"WCLOR1989005","CS134","CLOR02",,14,34,
"WCLOR1989005","CS137","CLOR02",,80,14,
"WCLOR1989005","SR90","CLOR04",,21.2,16,
"WCLOR1989006","CS134","CLOR02",,20,35,
"WCLOR1989006","CS137","CLOR02",,126,12,
"WCLOR1989006","SR90","CLOR04",,14.5,20,
"WCLOR1989007","CS134","CLOR02",,19,35,
"WCLOR1989007","CS137","CLOR02",,122,14,
"WCLOR1989007","SR90","CLOR04",,21.2,17,
"WCLOR1989008","CS134","CLOR02",,17,27,
"WCLOR1989008","CS137","CLOR02",,107,12,
"WCLOR1989008","SR90","CLOR04",,19.5,18,
"WCLOR1989009","CS134","CLOR02",,14,29,
"WCLOR1989009","CS137","CLOR02",,91,13,
"WCLOR1989009","SR90","CLOR04",,23.6,18,
"WCLOR1989010","CS134","CLOR02",,19,25,
"WCLOR1989010","CS137","CLOR02",,117,12,
"WCLOR1989010","SR90","CLOR04",,15.3,17,
"WCLOR1989011","CS134","CLOR02",,18,32,
"WCLOR1989011","CS137","CLOR02",,110,13,
"WCLOR1989011","SR90","CLOR04",,17.8,18,
"WCLOR1989012","CS134","CLOR02",,13,35,
"WCLOR1989012","CS137","CLOR02",,85,13,
"WCLOR1989012","SR90","CLOR04",,19.2,18,
"WCLOR1989013","CS134","CLOR02",,17,33,
"WCLOR1989013","CS137","CLOR02",,107,14,
"WCLOR1989013","SR90","CLOR04",,19.2,17,
"WCLOR1984001","CS137","CLOR02",,6.7,15,
"WCLOR1984001","H3","CLOR07",,3500,15,
"WCLOR1984001","SR90","CLOR04",,13.4,17,
"WCLOR1984002","CS137","CLOR02",,13.8,16,
"WCLOR1984002","SR90","CLOR04",,12.3,16,
"WCLOR1984003","CS137","CLOR02",,12.6,21,
"WCLOR1984003","H3","CLOR07",,5900,15,
"WCLOR1984003","SR90","CLOR04",,19.4,15,
"WCLOR1984004","CS137","CLOR02",,15.1,16,
"WCLOR1984004","SR90","CLOR04",,15.4,14,
"WCLOR1984005","CS137","CLOR02",,16.2,15,
"WCLOR1984005","SR90","CLOR04",,18.8,14,
"WCLOR1984006","CS137","CLOR02",,18.5,14,
"WCLOR1984006","SR90","CLOR04",,15.8,13,
"WCLOR1984007","CS137","CLOR02",,16.3,17,
"WCLOR1984007","SR90","CLOR04",,20.4,17,
"WCLOR1984008","CS137","CLOR02",,22.2,13,
"WCLOR1984008","SR90","CLOR04",,19.8,14,
"WCLOR1984009","CS137","CLOR02",,14.1,20,
"WCLOR1984009","H3","CLOR07",,3600,15,
"WCLOR1984009","SR90","CLOR04",,18.6,14,
"WCLOR1984010","CS137","CLOR02",,14,16,
"WCLOR1984010","SR90","CLOR04",,17.3,16,
"WCLOR1984011","CS137","CLOR02",,16.8,15,
"WCLOR1984011","SR90","CLOR04",,19.5,14,
"WCLOR1984012","CS137","CLOR02",,19.5,18,
"WCLOR1984012","SR90","CLOR04",,17.1,14,
"WCLOR1984013","CS137","CLOR02",,20.4,13,
"WCLOR1984013","SR90","CLOR04",,17.2,13,
"WCLOR1984014","CS137","CLOR02",,16.4,16,
"WCLOR1984014","SR90","CLOR04",,19.5,15,
"WCLOR1984015","CS137","CLOR02",,14.4,20,
"WCLOR1984015","SR90","CLOR04",,18.2,14,
"WCLOR1984016","CS137","CLOR02",,14.7,14,
"WCLOR1984016","SR90","CLOR04",,18,14,
"WCLOR1984017","CS137","CLOR02",,15.4,14,
"WCLOR1984017","SR90","CLOR04",,16.8,15,
"WCLOR1984018","CS137","CLOR02",,18.5,13,
"WCLOR1984018","SR90","CLOR04",,19.6,14,
"WCLOR1984019","CS137","CLOR02",,21.9,13,
"WCLOR1984019","SR90","CLOR04",,18.7,15,
"WCLOR1984020","CS137","CLOR02",,14.2,16,
"WCLOR1984020","H3","CLOR07",,5300,15,
"WCLOR1984020","SR90","CLOR04",,21.5,15,
"WCLOR1984021","CS137","CLOR02",,14.2,16,
"WCLOR1984021","SR90","CLOR04",,18.7,14,
"WCLOR1984022","CS137","CLOR02",,18.4,18,
"WCLOR1984022","SR90","CLOR04",,18,14,
"WCLOR1984023","CS137","CLOR02",,15,16,
"WCLOR1984023","SR90","CLOR04",,23.1,16,
"WCLOR1984024","CS137","CLOR02",,25.1,15,
"WCLOR1984024","SR90","CLOR04",,21.5,14,
"WCLOR1984025","CS137","CLOR02",,12.6,21,
"WCLOR1984025","H3","CLOR07",,5500,15,
"WCLOR1984025","SR90","CLOR04",,17.3,14,
"WCLOR1984026","CS137","CLOR02",,18.9,21,
"WCLOR1984026","SR90","CLOR04",,15.4,16,
"WCLOR1984027","CS137","CLOR02",,15.2,15,
"WCLOR1984027","SR90","CLOR04",,19.8,15,
"WCLOR1984028","CS137","CLOR02",,26.2,14,
"WCLOR1984028","SR90","CLOR04",,19.7,14,
"WCLOR1984029","CS137","CLOR02",,14.9,18,
"WCLOR1984029","H3","CLOR07",,5400,15,
"WCLOR1984029","SR90","CLOR04",,19.4,13,
"WCLOR1984030","CS137","CLOR02",,26.3,15,
"WCLOR1984030","SR90","CLOR04",,23,16,
"WCLOR1984031","CS137","CLOR02",,15.2,21,
"WCLOR1984031","SR90","CLOR04",,28.9,16,
"WCLOR1984032","CS137","CLOR02",,15.5,12,
"WCLOR1984032","SR90","CLOR04",,21.6,14,
"WCLOR1984033","CS137","CLOR02",,14.7,14,
"WCLOR1984033","SR90","CLOR04",,24.5,14,
"WCLOR1984034","CS137","CLOR02",,17,14,
"WCLOR1984034","SR90","CLOR04",,29,15,
"WCLOR1984035","CS137","CLOR02",,28.8,13,
"WCLOR1984035","SR90","CLOR04",,25.7,14,
"WCLOR1984036","CS137","CLOR02",,27.8,14,
"WCLOR1984036","SR90","CLOR04",,29.3,15,
"WCLOR1984037","CS137","CLOR02",,12.9,17,
"WCLOR1984037","H3","CLOR07",,5700,15,
"WCLOR1984037","SR90","CLOR04",,17.7,13,
"WCLOR1984038","CS137","CLOR02",,21.5,17,
"WCLOR1984038","SR90","CLOR04",,19.5,14,
"WCLOR1984039","CS137","CLOR02",,15.1,16,
"WCLOR1984039","SR90","CLOR04",,27.8,15,
"WCLOR1984040","CS137","CLOR02",,14.7,14,
"WCLOR1984040","SR90","CLOR04",,14.9,14,
"WCLOR1984041","CS137","CLOR02",,12.5,18,
"WCLOR1984041","H3","CLOR07",,5500,15,
"WCLOR1984041","SR90","CLOR04",,20.5,14,
"WCLOR1984042","CS137","CLOR02",,9.6,20,
"WCLOR1984042","SR90","CLOR04",,20.3,15,
"WCLOR1984043","CS137","CLOR02",,11.8,22,
"WCLOR1984043","SR90","CLOR04",,18.4,13,
"WCLOR1984044","CS137","CLOR02",,11,19,
"WCLOR1984044","SR90","CLOR04",,21.4,13,
"WCLOR1984045","CS137","CLOR02",,13.5,14,
"WCLOR1984045","SR90","CLOR04",,17.5,15,
"WCLOR1984046","CS137","CLOR02",,154,17,
"WCLOR1984046","H3","CLOR07",,4600,15,
"WCLOR1984046","SR90","CLOR04",,18.6,13,
"WCLOR1984047","CS137","CLOR02",,13.8,15,
"WCLOR1984047","H3","CLOR07",,5400,15,
"WCLOR1984047","SR90","CLOR04",,19.4,15,
"WCLOR1984048","CS137","CLOR02",,14.9,14,
"WCLOR1984048","SR90","CLOR04",,23.5,14,
"WCLOR1984049","CS137","CLOR02",,12.7,15,
"WCLOR1984049","H3","CLOR07",,4200,15,
"WCLOR1984049","SR90","CLOR04",,18.1,16,
"WCLOR1985001","CS137","CLOR02",,1.7,15,
"WCLOR1985001","H3","CLOR07",,4200,15,
"WCLOR1985001","SR90","CLOR04",,9.6,17,
"WCLOR1985002","CS137","CLOR02",,10.1,20,
"WCLOR1985002","SR90","CLOR04",,13.5,15,
"WCLOR1985003","CS137","CLOR02",,11.3,20,
"WCLOR1985003","H3","CLOR07",,7300,15,
"WCLOR1985003","SR90","CLOR04",,16.4,18,
"WCLOR1985004","CS137","CLOR02",,9.9,22,
"WCLOR1985004","SR90","CLOR04",,15.1,19,
"WCLOR1985005","CS137","CLOR02",,12.4,16,
"WCLOR1985005","H3","CLOR07",,5900,15,
"WCLOR1985005","SR90","CLOR04",,17.2,19,
"WCLOR1985006","CS137","CLOR02",,15.9,18,
"WCLOR1985006","SR90","CLOR04",,17.1,18,
"WCLOR1985007","CS137","CLOR02",,14.4,18,
"WCLOR1985007","H3","CLOR07",,5800,15,
"WCLOR1985007","SR90","CLOR04",,18,14,
"WCLOR1985008","CS137","CLOR02",,12.4,18,
"WCLOR1985008","SR90","CLOR04",,18.4,15,
"WCLOR1985009","CS137","CLOR02",,15.6,18,
"WCLOR1985009","SR90","CLOR04",,17.6,16,
"WCLOR1985010","CS137","CLOR02",,16.9,15,
"WCLOR1985010","SR90","CLOR04",,16.7,15,
"WCLOR1985011","CS137","CLOR02",,11.1,18,
"WCLOR1985011","H3","CLOR07",,5200,15,
"WCLOR1985011","SR90","CLOR04",,17.4,16,
"WCLOR1985012","CS137","CLOR02",,11.9,18,
"WCLOR1985012","SR90","CLOR04",,17.2,16,
"WCLOR1985013","CS137","CLOR02",,17.2,16,
"WCLOR1985013","SR90","CLOR04",,17.8,18,
"WCLOR1985014","CS137","CLOR02",,12,17,
"WCLOR1985014","H3","CLOR07",,5900,15,
"WCLOR1985014","SR90","CLOR04",,17.9,15,
"WCLOR1985015","CS137","CLOR02",,12.5,19,
"WCLOR1985015","SR90","CLOR04",,18.5,15,
"WCLOR1985016","CS137","CLOR02",,19.5,14,
"WCLOR1985016","SR90","CLOR04",,17.7,19,
"WCLOR1985017","CS137","CLOR02",,11.2,17,
"WCLOR1985017","H3","CLOR07",,6000,15,
"WCLOR1985017","SR90","CLOR04",,18.8,17,
"WCLOR1985018","CS137","CLOR02",,12.5,19,
"WCLOR1985018","SR90","CLOR04",,18.5,14,
"WCLOR1985019","CS137","CLOR02",,19.5,18,
"WCLOR1985019","SR90","CLOR04",,17.7,17,
"WCLOR1985020","CS137","CLOR02",,10.9,15,
"WCLOR1985020","H3","CLOR07",,7600,15,
"WCLOR1985020","SR90","CLOR04",,17.8,17,
"WCLOR1985021","CS137","CLOR02",,22.6,17,
"WCLOR1985021","SR90","CLOR04",,16.9,16,
"WCLOR1985022","CS137","CLOR02",,12.3,15,
"WCLOR1985022","H3","CLOR07",,6800,15,
"WCLOR1985022","SR90","CLOR04",,19.5,17,
"WCLOR1985023","CS137","CLOR02",,13,17,
"WCLOR1985023","SR90","CLOR04",,19,17,
"WCLOR1985024","CS137","CLOR02",,12.7,17,
"WCLOR1985024","SR90","CLOR04",,19.4,16,
"WCLOR1985025","CS137","CLOR02",,17,14,
"WCLOR1985025","SR90","CLOR04",,18.6,18,
"WCLOR1985026","CS137","CLOR02",,13.1,19,
"WCLOR1985026","H3","CLOR07",,5600,15,
