KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,BASIS,ERROR%,NUMBER,DATE_OF_ENTRY
"BCLOR2019012","RA226","CLOR06",,0.028,"W",21.4,,
"BCLOR2019013","K40","CLOR01",,110.1,"W",1.1,,
"BCLOR2019013","CS137","CLOR01",,2.17,"W",2.9,,
"BCLOR2019013","RA226","CLOR06",,0.023,"W",17.4,,
"BCLOR2019014","K40","CLOR01",,102.8,"W",1.6,,
"BCLOR2019014","CS137","CLOR01",,3.03,"W",3.2,,
"BCLOR2019014","RA226","CLOR06",,0.08699999999999999,"W",10.4,,
"BCLOR2019015","K40","CLOR01",,113,"W",1.3,,
"BCLOR2019015","CS137","CLOR01",,3.36,"W",2.5,,
"BCLOR2019015","RA226","CLOR06",,0.081,"W",9.4,,
"BCLOR2019016","K40","CLOR01",,112.5,"W",1.8,,
"BCLOR2019016","CS137","CLOR01",,3.8,"W",3.2,,
"BCLOR2019016","RA226","CLOR06",,0.08,"W",10,,
"BCLOR2019017","K40","CLOR01",,116.8,"W",1.6,,
"BCLOR2019017","CS137","CLOR01",,3.65,"W",3.1,,
"BCLOR2019017","RA226","CLOR06",,0.089,"W",6.8,,
"BCLOR2019018","K40","CLOR01",,109.7,"W",1.6,,
"BCLOR2019018","CS137","CLOR01",,2.92,"W",3.2,,
"BCLOR2019018","RA226","CLOR06",,0.08699999999999999,"W",11.4,,
"BCLOR2019019","K40","CLOR01",,97.8,"W",1.7,,
"BCLOR2019019","CS137","CLOR01",,3.36,"W",3,,
"BCLOR2019019","RA226","CLOR06",,0.09,"W",8.800000000000001,,
"BCLOR2019020","K40","CLOR01",,109.1,"W",1.5,,
"BCLOR2019020","CS137","CLOR01",,2.66,"W",3.8,,
"BCLOR2019020","RA226","CLOR06",,0.082,"W",9.800000000000001,,
"BCLOR2019021","K40","CLOR01",,89.90000000000001,"W",1.5,,
"BCLOR2019021","CS137","CLOR01",,2.84,"W",3,,
"BCLOR2019021","RA226","CLOR06",,0.047,"W",21.2,,
"BCLOR2019022","K40","CLOR01",,85,"W",1.2,,
"BCLOR2019022","CS137","CLOR01",,2.8,"W",2.4,,
"BCLOR2019022","RA226","CLOR06",,0.051,"W",11.8,,
"BCLOR2019023","K40","CLOR01",,92.7,"W",1.2,,
"BCLOR2019023","CS137","CLOR01",,2.2,"W",2.9,,
"BCLOR2019023","RA226","CLOR06",,0.052,"W",11.6,,
"BCLOR2019024","K40","CLOR01",,70.90000000000001,"W",1.6,,
"BCLOR2019024","CS137","CLOR01",,2.62,"W",3.1,,
"BCLOR2019024","RA226","CLOR06",,0.062,"W",9.6,,
"BCLOR2019025","K40","CLOR01",,106.4,"W",1.2,,
"BCLOR2019025","CS137","CLOR01",,2.29,"W",3.1,,
"BCLOR2019025","RA226","CLOR06",,0.042,"W",14.2,,
"BLEPA2019001","CS137","LEPA01",,2.75,"W",5.96,,
"BLEPA2019001","K40","LEPA01",,102,"W",5.29,,
"BLEPA2019002","CS137","LEPA01",,2.01,"W",12,,
"BLEPA2019002","K40","LEPA01",,125,"W",5.84,,
"BLEPA2019003","CS137","LEPA01",,2.78,"W",12.9,,
"BLEPA2019003","K40","LEPA01",,143,"W",6.47,,
"BLEPA2019004","CS137","LEPA01","<",0.496,"W",,,
"BLEPA2019004","K40","LEPA01",,138,"W",6.2,,
"BLEPA2019005","SR90","LEPA04",,2.87,"D",10.98,,
"BLEPA2019005","CS137","LEPA01",,13.6,"D",2.88,,
"BLEPA2019005","K40","LEPA01",,497,"D",1.8,,
"BLEPA2019006","CS137","LEPA01",,2.66,"W",6.02,,
"BLEPA2019006","K40","LEPA01",,97.8,"W",5.32,,
"BLEPA2019007","CS137","LEPA01",,1.61,"W",6.86,,
"BLEPA2019007","K40","LEPA01",,89.09999999999999,"W",5.35,,
"BLEPA2019008","CS137","LEPA01",,2.4,"W",6.08,,
"BLEPA2019008","K40","LEPA01",,93.59999999999999,"W",5.33,,
"BVTIG2017004","CS137","VTIG01",,5.38,"W",6.07,,"04/22/22 00:00:00"
"BVTIG2017004","CS134","VTIG01","<",0.03453,"W",,,"04/22/22 00:00:00"
"BVTIG2017004","CO60","VTIG01","<",0.02873,"W",,,"04/22/22 00:00:00"
"BVTIG2017004","PB210","VTIG01","<",0.2444,"W",,,"04/22/22 00:00:00"
"BVTIG2017004","K40","VTIG01",,148,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2017005","PB210","VTIG01","<",0.2596,"W",,,"04/22/22 00:00:00"
"BVTIG2017005","CO60","VTIG01","<",0.01819,"W",,,"04/22/22 00:00:00"
"BVTIG2017005","CS137","VTIG01",,5.58,"W",10.08,,"04/22/22 00:00:00"
"BVTIG2017005","K40","VTIG01",,128,"W",8.98,,"04/22/22 00:00:00"
"BVTIG2020001","CO60","VTIG01","<",0.01943,"W",,,"04/22/22 00:00:00"
"BVTIG2020001","CS134","VTIG01","<",0.01427,"W",,,"04/22/22 00:00:00"
"BVTIG2020001","PB210","VTIG01","<",0.2648,"W",,,"04/22/22 00:00:00"
"BVTIG2020001","K40","VTIG01",,128,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2020001","CS137","VTIG01",,1.32,"W",6.14,,"04/22/22 00:00:00"
"BVTIG2020002","CO60","VTIG01","<",0.01663,"W",,,"04/22/22 00:00:00"
"BVTIG2020002","PB210","VTIG01","<",0.253,"W",,,"04/22/22 00:00:00"
"BVTIG2020002","K40","VTIG01",,123,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2020002","CS137","VTIG01",,1.15,"W",6.13,,"04/22/22 00:00:00"
"BVTIG2020002","CS134","VTIG01","<",0.01219,"W",,,"04/22/22 00:00:00"
"BVTIG2020003","K40","VTIG01",,72.5,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2020003","CO60","VTIG01","<",0.0131,"W",,,"04/22/22 00:00:00"
"BVTIG2020003","PB210","VTIG01","<",0.1851,"W",,,"04/22/22 00:00:00"
"BVTIG2020003","CS134","VTIG01","<",0.009639,"W",,,"04/22/22 00:00:00"
"BVTIG2020003","CS137","VTIG01",,0.445,"W",6.25,,"04/22/22 00:00:00"
"BVTIG2020004","CS134","VTIG01","<",0.01829,"W",,,"04/22/22 00:00:00"
"BVTIG2020004","CO60","VTIG01","<",0.02524,"W",,,"04/22/22 00:00:00"
"BVTIG2020004","PB210","VTIG01","<",0.3762,"W",,,"04/22/22 00:00:00"
"BVTIG2020004","K40","VTIG01",,118,"W",6.64,,"04/22/22 00:00:00"
"BVTIG2020004","CS137","VTIG01",,2.13,"W",6.15,,"04/22/22 00:00:00"
"BVTIG2020005","PB210","VTIG01",,0.738,"W",20.87,,"04/22/22 00:00:00"
"BVTIG2020005","CS137","VTIG01",,1.03,"W",10.64,,"04/22/22 00:00:00"
"BVTIG2020005","K40","VTIG01",,75,"W",8.98,,"04/22/22 00:00:00"
"BVTIG2020005","CO60","VTIG01","<",0.017,"W",,,"04/22/22 00:00:00"
"BVTIG2020006","CS137","VTIG01",,0.452,"W",10.7,,"04/22/22 00:00:00"
"BVTIG2020006","PB210","VTIG01",,0.389,"W",60.16,,"04/22/22 00:00:00"
"BVTIG2020006","K40","VTIG01",,92.8,"W",8.98,,"04/22/22 00:00:00"
"BVTIG2020006","CO60","VTIG01","<",0.01474,"W",,,"04/22/22 00:00:00"
"BVTIG2020007","K40","VTIG01",,104,"W",8.98,,"04/22/22 00:00:00"
"BVTIG2020007","CO60","VTIG01","<",0.01201,"W",,,"04/22/22 00:00:00"
"BVTIG2020007","PB210","VTIG01",,0.224,"W",24.36,,"04/22/22 00:00:00"
"BVTIG2020007","CS137","VTIG01",,0.5590000000000001,"W",10.59,,"04/22/22 00:00:00"
"BVTIG2020008","PB210","VTIG01","<",2.058,"W",,,"04/22/22 00:00:00"
"BVTIG2020008","K40","VTIG01","<",10.02,"W",,,"04/22/22 00:00:00"
"BVTIG2020008","CO60","VTIG01","<",0.1196,"W",,,"04/22/22 00:00:00"
"BVTIG2020008","CS137","VTIG01",,4.26,"W",10.74,,"04/22/22 00:00:00"
"BVTIG2020009","PB210","VTIG01","<",0.1704,"W",,,"04/22/22 00:00:00"
"BVTIG2020009","K40","VTIG01",,113,"W",6.61,,"04/22/22 00:00:00"
"BVTIG2020009","CS134","VTIG01","<",0.0094,"W",,,"04/22/22 00:00:00"
"BVTIG2020009","CS137","VTIG01",,2.98,"W",6.05,,"04/22/22 00:00:00"
"BVTIG2020009","CO60","VTIG01","<",0.01106,"W",,,"04/22/22 00:00:00"
"BVTIG2020010","CS134","VTIG01","<",0.0104,"W",,,"04/22/22 00:00:00"
"BVTIG2020010","CO60","VTIG01","<",0.01213,"W",,,"04/22/22 00:00:00"
"BVTIG2020010","CS137","VTIG01",,2,"W",6.08,,"04/22/22 00:00:00"
"BVTIG2020010","K40","VTIG01",,103,"W",6.62,,"04/22/22 00:00:00"
"BVTIG2020010","PB210","VTIG01",,0.225,"W",19.22,,"04/22/22 00:00:00"
"BVTIG2020011","CS137","VTIG01",,1.77,"W",6.12,,"04/22/22 00:00:00"
"BVTIG2020011","CS134","VTIG01","<",0.01321,"W",,,"04/22/22 00:00:00"
"BVTIG2020011","CO60","VTIG01","<",0.01773,"W",,,"04/22/22 00:00:00"
"BVTIG2020011","K40","VTIG01",,110,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2020011","PB210","VTIG01","<",0.2594,"W",,,"04/22/22 00:00:00"
"BVTIG2020012","K40","VTIG01",,108,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2020012","PB210","VTIG01","<",0.2874,"W",,,"04/22/22 00:00:00"
"BVTIG2020012","CS134","VTIG01","<",0.01436,"W",,,"04/22/22 00:00:00"
"BVTIG2020012","CO60","VTIG01","<",0.01863,"W",,,"04/22/22 00:00:00"
"BVTIG2020012","CS137","VTIG01",,2.48,"W",6.11,,"04/22/22 00:00:00"
"BVTIG2020013","CS137","VTIG01",,2.85,"W",6.09,,"04/22/22 00:00:00"
"BVTIG2020013","K40","VTIG01",,114,"W",6.63,,"04/22/22 00:00:00"
"BVTIG2020013","CO60","VTIG01","<",0.01719,"W",,,"04/22/22 00:00:00"
"BVTIG2020013","CS134","VTIG01","<",0.01193,"W",,,"04/22/22 00:00:00"
"BVTIG2020013","PB210","VTIG01","<",0.1929,"W",,,"04/22/22 00:00:00"
"BVTIG2020014","CS134","VTIG01","<",0.01421,"W",,,"04/22/22 00:00:00"
"BVTIG2020014","CO60","VTIG01","<",0.01812,"W",,,"04/22/22 00:00:00"
"BVTIG2020014","CS137","VTIG01",,2.2,"W",6.12,,"04/22/22 00:00:00"
"BVTIG2020014","K40","VTIG01",,86.7,"W",6.64,,"04/22/22 00:00:00"
"BVTIG2020014","PB210","VTIG01","<",0.2951,"W",,,"04/22/22 00:00:00"
"BRISO2020001","CS137    ","RISO01",,0.26,"W",12,,"04/22/22 00:00:00"
"BRISO2020002","CS137    ","RISO01",,0.62,"W",12,,"04/22/22 00:00:00"
"BRISO2020003","CS137","RISO01",,0.478,"W",12,,"04/22/22 00:00:00"
"BRISO2020004","CS137","RISO01",,0.365,"W",12,,"04/22/22 00:00:00"
"BRISO2020005","CS137","RISO01",,2.038,"W",12,,"04/22/22 00:00:00"
"BRISO2020006","CS137","RISO01",,1.612,"W",12,,"04/22/22 00:00:00"
"BRISO2020007","CS137","RISO01",,0.064,"W",12,,"04/22/22 00:00:00"
"BRISO2020008","CS137","RISO01",,0.5669999999999999,"W",12,,"04/22/22 00:00:00"
"BRISO2020009","CS137","RISO01",,4.278,"W",12,,"04/22/22 00:00:00"
"BRISO2020010","CS137","RISO01",,1.963,"W",12,,"04/22/22 00:00:00"
"BEBRS2020001","K40","EBRS01",,750,"D",4,,"04/22/22 00:00:00"
"BEBRS2020001","CS137","EBRS01",,8.5,"D",4,,"04/22/22 00:00:00"
"BEBRS2020002","K40","EBRS01",,810,"D",4,,"04/22/22 00:00:00"
"BEBRS2020002","CS137","EBRS01",,8.9,"D",4,,"04/22/22 00:00:00"
"BEBRS2020003","K40","EBRS01",,603,"D",4,,"04/22/22 00:00:00"
"BEBRS2020003","CS137","EBRS01",,9.1,"D",4,,"04/22/22 00:00:00"
"BEBRS2020004","K40","EBRS01",,102,"W",4,,"04/22/22 00:00:00"
"BEBRS2020004","CS137","EBRS01",,2.1,"W",5,,"04/22/22 00:00:00"
"BEBRS2020005","K40","EBRS01",,96,"W",4,,"04/22/22 00:00:00"
"BEBRS2020005","CS137","EBRS01",,2.2,"W",5,,"04/22/22 00:00:00"
"BLEPA2020001","SR90","LEPA04",,1.81,"D",25.97,,"04/22/22 00:00:00"
"BLEPA2020001","CS137","LEPA01",,5.28,"D",8.98,,"04/22/22 00:00:00"
"BLEPA2020001","K40","LEPA01",,206,"D",6.68,,"04/22/22 00:00:00"
"BLEPA2020002","CS137","LEPA01",,2.69,"W",6.12,,"04/22/22 00:00:00"
"BLEPA2020002","K40","LEPA01",,108,"W",5.32,,"04/22/22 00:00:00"
"BLEPA2020003","CS137","LEPA01",,2.15,"W",17.7,,"04/22/22 00:00:00"
"BLEPA2020003","K40","LEPA01",,91.8,"W",9.48,,"04/22/22 00:00:00"
"BLEPA2020004","CS137","LEPA01",,2.51,"W",6.18,,"04/22/22 00:00:00"
"BLEPA2020004","K40","LEPA01",,89.2,"W",5.4,,"04/22/22 00:00:00"
"BIMGW2020001","CS137","IMGW03",,2.43,"W",,,"04/22/22 00:00:00"
"BIMGW2020002","CS137","IMGW03",,0.95,"W",,,"04/22/22 00:00:00"
"BIMGW2020003","CS137","IMGW03",,4.17,"W",,,"04/22/22 00:00:00"
"BIMGW2020004","CS137","IMGW03","<",1,"W",,,"04/22/22 00:00:00"
"BIMGW2020005","CS137","IMGW03",,3.34,"W",,,"04/22/22 00:00:00"
"BIMGW2020006","CS137","IMGW03",,4.18,"W",,,"04/22/22 00:00:00"
"BIMGW2020007","CS137","IMGW03",,4.74,"W",,,"04/22/22 00:00:00"
"BIMGW2020008","CS137","IMGW03",,1.79,"W",,,"04/22/22 00:00:00"
"BIMGW2020009","CS137","IMGW03",,5.58,"W",,,"04/22/22 00:00:00"
"BIMGW2020010","CS137","IMGW03",,1.97,"W",,,"04/22/22 00:00:00"
"BIMGW2020011","CS137","IMGW03",,1.64,"W",,,"04/22/22 00:00:00"
"BIMGW2020012","CS137","IMGW03",,4.36,"W",,,"04/22/22 00:00:00"
"BIMGW2020013","CS137","IMGW03",,2.92,"W",,,"04/22/22 00:00:00"
"BIMGW2020014","CS137","IMGW03",,0.9399999999999999,"W",,,"04/22/22 00:00:00"
"BIMGW2020015","CS137","IMGW03",,1.2,"W",,,"04/22/22 00:00:00"
"BIMGW2020016","CS137","IMGW03",,1.31,"W",,,"04/22/22 00:00:00"
"BIMGW2020017","CS137","IMGW03",,1.39,"W",,,"04/22/22 00:00:00"
"BIMGW2020018","CS137","IMGW03",,2.86,"W",,,"04/22/22 00:00:00"
"BIMGW2020019","CS137","IMGW03",,5.04,"W",,,"04/22/22 00:00:00"
"BIMGW2020020","CS137","IMGW03",,1.07,"W",,,"04/22/22 00:00:00"
"BIMGW2020021","CS137","IMGW03",,1.89,"W",,,"04/22/22 00:00:00"
"BIMGW2020022","CS137","IMGW03",,3.37,"W",,,"04/22/22 00:00:00"
"BIMGW2020023","CS137","IMGW03",,2.42,"W",,,"04/22/22 00:00:00"
"BIMGW2020024","CS137","IMGW03",,2.81,"W",,,"04/22/22 00:00:00"
"BIMGW2020025","CS137","IMGW03",,2.39,"W",,,"04/22/22 00:00:00"
"BIMGW2020026","CS137","IMGW03",,1.64,"W",,,"04/22/22 00:00:00"
"BIMGW2020027","CS137","IMGW03",,3.41,"W",,,"04/22/22 00:00:00"
"BIMGW2020028","CS137","IMGW03",,1.24,"W",,,"04/22/22 00:00:00"
"BIMGW2020029","CS137","IMGW03",,2.36,"W",,,"04/22/22 00:00:00"
"BIMGW2020030","CS137","IMGW03",,1.48,"W",,,"04/22/22 00:00:00"
"BIMGW2020031","CS137","IMGW03",,0.85,"W",,,"04/22/22 00:00:00"
"BIMGW2020032","CS137","IMGW03",,1.42,"W",,,"04/22/22 00:00:00"
"BIMGW2020033","CS137","IMGW03",,1.53,"W",,,"04/22/22 00:00:00"
"BIMGW2020034","CS137","IMGW03",,2.38,"W",,,"04/22/22 00:00:00"
"BIMGW2020035","CS137","IMGW03",,2.27,"W",,,"04/22/22 00:00:00"
"BIMGW2020036","CS137","IMGW03","<",0.86,"W",,,"04/22/22 00:00:00"
"BIMGW2020037","CS137","IMGW03",,1.88,"W",,,"04/22/22 00:00:00"
"BIMGW2020038","CS137","IMGW03",,7.44,"W",,,"04/22/22 00:00:00"
"BIMGW2020039","CS137","IMGW03",,2.16,"W",,,"04/22/22 00:00:00"
"BIMGW2020040","CS137","IMGW03",,0.92,"W",,,"04/22/22 00:00:00"
"BIMGW202001","CS137","IMGW03",,14.97,"D",28,,"04/22/22 00:00:00"
"BIMGW202002","CS137","IMGW03",,4.31,"D",73,,"04/22/22 00:00:00"
"BIMGW202003","CS137","IMGW03",,10.96,"D",30,,"04/22/22 00:00:00"
"BIMGW202004","CS137","IMGW03",,19.06,"D",37,,"04/22/22 00:00:00"
"BIMGW202005","CS137","IMGW03",,8.18,"D",49,,"04/22/22 00:00:00"
"BIMGW202006","CS137","IMGW03",,4.92,"D",76,,"04/22/22 00:00:00"
"BSSSM2020001","K40","SSSM42",,124.9,"W",5.68,,"04/22/22 00:00:00"
"BSSSM2020001","CS137","SSSM42",,3.24,"W",5.86,,"04/22/22 00:00:00"
"BSSSM2020002","K40","SSSM42",,94.2,"W",6.26,,"04/22/22 00:00:00"
"BSSSM2020002","CS137","SSSM42",,2.9,"W",7.24,,"04/22/22 00:00:00"
"BSSSM2020003","K40","SSSM42",,125.9,"W",5.96,,"04/22/22 00:00:00"
"BSSSM2020003","CS137","SSSM42",,3.1,"W",7.1,,"04/22/22 00:00:00"
"BSSSM2020004","K40","SSSM42",,154.2,"W",5.64,,"04/22/22 00:00:00"
"BSSSM2020004","CS137","SSSM42",,4.61,"W",5.64,,"04/22/22 00:00:00"
"BSSSM2020005","K40","SSSM42",,165,"W",5.76,,"04/22/22 00:00:00"
"BSSSM2020005","CS137","SSSM42",,0.68,"W",16.18,,"04/22/22 00:00:00"
"BSSSM2020006","K40","SSSM42",,156.7,"W",6,,"04/22/22 00:00:00"
"BSSSM2020006","CS137","SSSM42",,0.99,"W",17.17,,"04/22/22 00:00:00"
"BSSSM2020007","K40","SSSM42",,309,"D",6.31,,"04/22/22 00:00:00"
"BSSSM2020007","CS137","SSSM42","<",1.16,"D",,,"04/22/22 00:00:00"
"BSSSM2020008","K40","SSSM42",,273,"D",7.44,,"04/22/22 00:00:00"
"BSSSM2020008","CS137","SSSM42","<",1.9,"D",,,"04/22/22 00:00:00"
"BSSSM2020009","K40","SSSM42",,129,"W",6.59,,"04/22/22 00:00:00"
"BSSSM2020009","CS137","SSSM42",,3.23,"W",9.289999999999999,,"04/22/22 00:00:00"
"BSSSM2020010","K40","SSSM42",,53.39,"D",14.4,,"04/22/22 00:00:00"
"BSSSM2020010","CS137","SSSM42",,0.96,"D",25,,"04/22/22 00:00:00"
"BSSSM2020010","BE7","SSSM42",,15,"D",21,,"04/22/22 00:00:00"
"BSSSM2020011","K40","SSSM42",,830,"D",4,,"04/22/22 00:00:00"
"BSSSM2020011","CS137","SSSM42",,9.5,"D",5,,"04/22/22 00:00:00"
"BSSSM2020011","BE7","SSSM42",,31,"D",10,,"04/22/22 00:00:00"
"BSSSM2020012","K40","SSSM42",,130,"D",19,,"04/22/22 00:00:00"
"BSSSM2020012","CS137","SSSM42",,2.2,"D",28,,"04/22/22 00:00:00"
"BSSSM2020013","CS137","SSSM42",,6.09,"D",6.44,,"04/22/22 00:00:00"
"BSSSM2020013","K40","SSSM42",,565,"D",2,,"04/22/22 00:00:00"
"BSSSM2020013","BE7","SSSM42",,18.6,"D",17.53,,"04/22/22 00:00:00"
"BSSSM2020014","PB212","SSSM42",,4.89,"D",6.5,,"04/22/22 00:00:00"
"BSSSM2020014","AC228","SSSM42",,9.32,"D",8.800000000000001,,"04/22/22 00:00:00"
"BSSSM2020014","TL208","SSSM42",,1.79,"D",13.7,,"04/22/22 00:00:00"
"BSSSM2020014","K40","SSSM42",,568,"D",1.2,,"04/22/22 00:00:00"
"BSSSM2020014","CS137","SSSM42",,1.87,"D",12.4,,"04/22/22 00:00:00"
"BSSSM2020014","BE7","SSSM42",,44.5,"D",4.4,,"04/22/22 00:00:00"
"BSSSM2020015","K40","SSSM42",,136.2,"W",1.7,,"04/22/22 00:00:00"
"BSSSM2020015","CS137","SSSM42",,4,"W",1.7,,"04/22/22 00:00:00"
"BSSSM2020016","K40","SSSM42",,65,"D",10.2,,"04/22/22 00:00:00"
"BSSSM2020016","CS137","SSSM42",,4.5,"D",6.2,,"04/22/22 00:00:00"
"BSSSM2020017","K40","SSSM42",,1100,"D",1.6,,"04/22/22 00:00:00"
"BSSSM2020017","CS137","SSSM42",,13,"D",2.5,,"04/22/22 00:00:00"
"BSSSM2020017","BE7","SSSM42",,94,"D",3.4,,"04/22/22 00:00:00"
"BCLOR2020001","K40","CLOR01",,110.4,"W",2.63,,"04/22/22 00:00:00"
"BCLOR2020001","CS137","CLOR01",,2.3,"W",3.33,,"04/22/22 00:00:00"
"BCLOR2020001","RA226","CLOR06",,0.08,"W",6.3,,"04/22/22 00:00:00"
"BCLOR2020002","K40","CLOR01",,111.8,"W",2.55,,"04/22/22 00:00:00"
"BCLOR2020002","CS137","CLOR01",,2.38,"W",2.36,,"04/22/22 00:00:00"
"BCLOR2020002","RA226","CLOR06",,0.083,"W",6,,"04/22/22 00:00:00"
"BCLOR2020003","K40","CLOR01",,111.3,"W",2.61,,"04/22/22 00:00:00"
"BCLOR2020003","CS137","CLOR01",,2.2,"W",3.25,,"04/22/22 00:00:00"
"BCLOR2020003","RA226","CLOR06",,0.07099999999999999,"W",5.6,,"04/22/22 00:00:00"
"BCLOR2020004","K40","CLOR01",,106.6,"W",2.58,,"04/22/22 00:00:00"
"BCLOR2020004","CS137","CLOR01",,2.42,"W",2.53,,"04/22/22 00:00:00"
"BCLOR2020004","RA226","CLOR06",,0.073,"W",5.5,,"04/22/22 00:00:00"
"BCLOR2020005","K40","CLOR01",,116.7,"W",5.8,,"04/22/22 00:00:00"
"BCLOR2020005","CS137","CLOR01",,2.34,"W",2.83,,"04/22/22 00:00:00"
"BCLOR2020005","RA226","CLOR06",,0.078,"W",5.1,,"04/22/22 00:00:00"
"BCLOR2020006","K40","CLOR01",,116.7,"W",6,,"04/22/22 00:00:00"
"BCLOR2020006","CS137","CLOR01",,2.41,"W",3.18,,"04/22/22 00:00:00"
"BCLOR2020006","RA226","CLOR06",,0.082,"W",4.9,,"04/22/22 00:00:00"
"BCLOR2020007","K40","CLOR01",,121.8,"W",2.79,,"04/22/22 00:00:00"
"BCLOR2020007","CS137","CLOR01",,3.51,"W",3.2,,"04/22/22 00:00:00"
"BCLOR2020007","RA226","CLOR06",,0.079,"W",5.1,,"04/22/22 00:00:00"
"BVTIG2017006","PB210","VTIG01",,0.254,"W",24.75,,"04/22/22 00:00:00"
"BVTIG2017006","CO60","VTIG01","<",0.01742,"W",,,"04/22/22 00:00:00"
"BVTIG2017006","K40","VTIG01",,106,"W",8.98,,"04/22/22 00:00:00"
"BVTIG2017006","CS137","VTIG01",,2.51,"W",10.18,,"04/22/22 00:00:00"
"BSTUK2020001","CS137","STUK01",,2.21,"W",11.5,,"04/22/22 00:00:00"
"BSTUK2020001","K40","STUK01",,88.09999999999999,"W",11.5,,"04/22/22 00:00:00"
"BSTUK2020001","SR90","STUK05",,0.03,"W",7,,"04/22/22 00:00:00"
"BSTUK2020002","CS137","STUK01",,2.64,"W",8.5,,"04/22/22 00:00:00"
"BSTUK2020002","K40","STUK01",,116,"W",11.5,,"04/22/22 00:00:00"
"BSTUK2020002","SR90","STUK05",,0.016,"W",11,,"04/22/22 00:00:00"
"BSTUK2020003","CS137","STUK01",,2.86,"W",5.5,,"04/22/22 00:00:00"
"BSTUK2020003","K40","STUK01",,94.5,"W",7.5,,"04/22/22 00:00:00"
"BSTUK2020003","SR90","STUK05",,0.02,"W",10.5,,"04/22/22 00:00:00"
"BSTUK2020004","K40","STUK01",,113,"W",11.5,,"04/22/22 00:00:00"
"BSTUK2020004","CS137","STUK01",,2.66,"W",11.5,,"04/22/22 00:00:00"
"BSTUK2020004","SR90","STUK05",,0.018,"W",12,,"04/22/22 00:00:00"
"BSTUK2020005","K40","STUK01",,159,"W",6,,"04/22/22 00:00:00"
"BSTUK2020005","CS137","STUK01",,3.53,"W",6,,"04/22/22 00:00:00"
"BSTUK2020005","SR90","STUK05",,0.035,"W",9.5,,"04/22/22 00:00:00"
"BSTUK2020006","K40","STUK01",,115,"W",11.4,,"04/22/22 00:00:00"
"BSTUK2020006","CS137","STUK01",,3.06,"W",8.4,,"04/22/22 00:00:00"
"BSTUK2020006","SR90","STUK05",,0.03,"W",11.2,,"04/22/22 00:00:00"
"BSTUK2020007","K40","STUK01",,127,"W",11.5,,"04/22/22 00:00:00"
"BSTUK2020007","CS137","STUK01",,10,"W",8.5,,"04/22/22 00:00:00"
"BSTUK2020007","SR90","STUK05",,0.008,"W",19,,"04/22/22 00:00:00"
"BSTUK2020008","K40","STUK01",,95.7,"W",6,,"04/22/22 00:00:00"
"BSTUK2020008","CS137","STUK01",,4.81,"W",4.2,,"04/22/22 00:00:00"
"BSTUK2020008","SR90","STUK05",,0.0044,"W",25.5,,"04/22/22 00:00:00"
"BSTUK2020009","K40","STUK01",,106,"W",8,,"04/22/22 00:00:00"
"BSTUK2020009","CS137","STUK01",,11.4,"W",5.5,,"04/22/22 00:00:00"
"BSTUK2020009","SR90","STUK05",,0.0147,"W",13.5,,"04/22/22 00:00:00"
"BSTUK2020010","K40","STUK01",,117,"W",7.8,,"04/22/22 00:00:00"
"BSTUK2020010","CS137","STUK01",,5.9,"W",6.2,,"04/22/22 00:00:00"
"BSTUK2020011","K40","STUK01",,110,"W",6.1,,"04/22/22 00:00:00"
"BSTUK2020011","CS137","STUK01",,6.8,"W",4.3,,"04/22/22 00:00:00"
"BSTUK2020012","BE7","STUK01",,28.9,"D",7,,"04/22/22 00:00:00"
"BSTUK2020012","K40","STUK01",,464,"D",11,,"04/22/22 00:00:00"
"BSTUK2020012","CS137","STUK01",,15.6,"D",6.3,,"04/22/22 00:00:00"
"BSTUK2020013","BE7","STUK01",,25.8,"D",7,,"04/22/22 00:00:00"
"BSTUK2020013","K40","STUK01",,753,"D",8.199999999999999,,"04/22/22 00:00:00"
"BSTUK2020013","CS137","STUK01",,15,"D",5.8,,"04/22/22 00:00:00"
"BSTUK2020014","K40","STUK01",,30.4,"D",10.3,,"04/22/22 00:00:00"
"BSTUK2020014","SR90","STUK05",,7.25,"D",6.3,,"04/22/22 00:00:00"
"BSTUK2020014","CS137","STUK01",,0.498,"D",18.9,,"04/22/22 00:00:00"
"BSTUK2020015","K40","STUK01",,221,"D",8.699999999999999,,"04/22/22 00:00:00"
"BSTUK2020015","SR90","STUK05",,8.93,"D",5,,"04/22/22 00:00:00"
"BSTUK2020015","AG110M","STUK01",,1.26,"D",9.9,,"04/22/22 00:00:00"
"BSTUK2020015","CS137","STUK01",,6.85,"D",6.9,,"04/22/22 00:00:00"
"BLRPC2021001","SR90","LRPC05",,1.57,"D",31.5,,"05/24/22 00:00:00"
"BLRPC2021001","CS137","LRPC04",,4.28,"D",4.44,,"05/24/22 00:00:00"
"BLRPC2021001","K40","LRPC04",,293,"D",4.2,,"05/24/22 00:00:00"
"BLRPC2021002","CS137","LRPC04",,1.61,"W",11.12,,"05/24/22 00:00:00"
