KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,ERROR%_kg,< VALUE_Bq/m²,VALUE_Bq/m²,ERROR%_m²,DATE_OF_ENTRY
"SDHIG1987284","CO60","3",,1,,,,,
"SDHIG1987284","CS134","3",,1,,,,,
"SDHIG1987284","CS137","3",,15.1,3,,291,,
"SDHIG1987284","K40","3",,521,1,,,,
"SDHIG1987284","RU106","3",,1,,,,,
"SDHIG1987284","SB125","3",,2.9,19,,56,,
"SDHIG1987285","CO60","3",,1,,,,,
"SDHIG1987285","CS134","3",,1,,,,,
"SDHIG1987285","CS137","3",,15.8,2,,319,,
"SDHIG1987285","K40","3",,510,1,,,,
"SDHIG1987285","RU106","3",,1,,,,,
"SDHIG1987285","SB125","3",,1,,,,,
"SDHIG1987286","CO60","3",,1,,,,,
"SDHIG1987286","CS134","3",,1,,,,,
"SDHIG1987286","CS137","3",,10.7,2,,215,,
"SDHIG1987286","K40","3",,514,1,,,,
"SDHIG1987286","RU106","3",,1,,,,,
"SDHIG1987286","SB125","3",,1,,,,,
"SDHIG1987298","CO60","3",,1.6,14,,21.1,,
"SDHIG1987298","CS134","3",,4.2,6,,55.4,,
"SDHIG1987298","CS137","3",,16,2,,211,,
"SDHIG1987298","K40","3",,345,1,,,,
"SDHIG1987298","RU106","3",,11.4,17,,151,,
"SDHIG1987298","SB125","3",,2.9,17,,38.3,,
"SDHIG1987299","CO60","3",,1,,,,,
"SDHIG1987299","CS134","3",,1,,,,,
"SDHIG1987299","CS137","3",,5,4,,71.5,,
"SDHIG1987299","K40","3",,306,2,,,,
"SDHIG1987299","RU106","3",,1,,,,,
"SDHIG1987299","SB125","3",,1,,,,,
"SDHIG1987300","CO60","3",,1,,,,,
"SDHIG1987300","CS134","3",,1,,,,,
"SDHIG1987300","CS137","3",,0.9,17,,13.2,,
"SDHIG1987300","K40","3",,302,2,,,,
"SDHIG1987300","RU106","3",,1,,,,,
"SDHIG1987300","SB125","3",,1,,,,,
"SDHIG1987301","CO60","3",,1,,,,,
"SDHIG1987301","CS134","3",,1,,,,,
"SDHIG1987301","CS137","3",,0.3,24,,6.81,,
"SDHIG1987301","K40","3",,287,2,,,,
"SDHIG1987301","RU106","3",,1,,,,,
"SDHIG1987301","SB125","3",,1,,,,,
"SDHIG1987312","CO60","3",,1,,,,,
"SDHIG1987312","CS134","3",,1,,,,,
"SDHIG1987312","CS137","3",,10.9,6,,122,,
"SDHIG1987312","K40","3",,701,2,,,,
"SDHIG1987312","RU106","3",,1,,,,,
"SDHIG1987312","SB125","3",,1,,,,,
"SDHIG1987313","CO60","3",,1,,,,,
"SDHIG1987313","CS134","3",,1,,,,,
"SDHIG1987313","CS137","3",,1,,,,,
"SDHIG1987313","K40","3",,702,1,,,,
"SDHIG1987313","RU106","3",,1,,,,,
"SDHIG1987313","SB125","3",,1,,,,,
"SDHIG1987314","CO60","3",,1,,,,,
"SDHIG1987314","CS134","3",,1,,,,,
"SDHIG1987314","CS137","3",,1,,,,,
"SDHIG1987314","K40","3",,610,1,,,,
"SDHIG1987314","RU106","3",,1,,,,,
"SDHIG1987314","SB125","3",,1,,,,,
"SDHIG1987315","CO60","3",,1,,,,,
"SDHIG1987315","CS134","3",,1,,,,,
"SDHIG1987315","CS137","3",,1,,,,,
"SDHIG1987315","K40","3",,527,1,,,,
"SDHIG1987315","RU106","3",,1,,,,,
"SDHIG1987315","SB125","3",,1,,,,,
"SDHIG1987316","CO60","3",,1,,,,,
"SDHIG1987316","CS134","3",,1,,,,,
"SDHIG1987316","CS137","3",,1,,,,,
"SDHIG1987316","K40","3",,640,1,,,,
"SDHIG1987316","RU106","3",,1,,,,,
"SDHIG1987316","SB125","3",,1,,,,,
"SDHIG1987323","CO60","3",,1,,,,,
"SDHIG1987323","CS134","3",,1,,,,,
"SDHIG1987323","CS137","3",,71.59999999999999,2,,315,,
"SDHIG1987323","K40","3",,812,10,,,,
"SDHIG1987323","RU106","3",,83.3,10,,367,,
"SDHIG1987323","SB125","3",,1,,,,,
"SDHIG1987324","CO60","3",,1,,,,,
"SDHIG1987324","CS134","3",,1,,,,,
"SDHIG1987324","CS137","3",,54.5,2,,207,,
"SDHIG1987324","K40","3",,874,2,,,,
"SDHIG1987324","RU106","3",,1,,,,,
"SDHIG1987324","SB125","3",,1,,,,,
"SDHIG1987325","CO60","3",,1,,,,,
"SDHIG1987325","CS134","3",,1,,,,,
"SDHIG1987325","CS137","3",,31.8,4,,162,,
"SDHIG1987325","K40","3",,771,3,,,,
"SDHIG1987325","RU106","3",,1,,,,,
"SDHIG1987325","SB125","3",,1,,,,,
"SDHIG1987326","CO60","3",,1,,,,,
"SDHIG1987326","CS134","3",,1,,,,,
"SDHIG1987326","CS137","3",,7.9,5,,74.3,,
"SDHIG1987326","K40","3",,859,1,,,,
"SDHIG1987326","RU106","3",,1,,,,,
"SDHIG1987326","SB125","3",,1,,,,,
"SDHIG1987327","CO60","3",,1,,,,,
"SDHIG1987327","CS134","3",,1,,,,,
"SDHIG1987327","CS137","3",,25.1,3,,218,,
"SDHIG1987327","K40","3",,840,1,,,,
"SDHIG1987327","RU106","3",,1,,,,,
"SDHIG1987327","SB125","3",,1,,,,,
"SDHIG1987328","CO60","3",,1,,,,,
"SDHIG1987328","CS134","3",,1,,,,,
"SDHIG1987328","CS137","3",,15.8,3,,149,,
"SDHIG1987328","K40","3",,857,1,,,,
"SDHIG1987328","RU106","3",,1,,,,,
"SDHIG1987328","SB125","3",,1,,,,,
"SDHIG1987353","CO60","3",,1,,,,,
"SDHIG1987353","CS134","3",,1,,,,,
"SDHIG1987353","CS137","3",,29.5,4,,56,,
"SDHIG1987353","K40","3",,763,3,,,,
"SDHIG1987353","RU106","3",,1,,,,,
"SDHIG1987353","SB125","3",,1,,,,,
"SDHIG1987354","CO60","3",,1,,,,,
"SDHIG1987354","CS134","3",,1,,,,,
"SDHIG1987354","CS137","3",,10.6,13,,40.3,,
"SDHIG1987354","K40","3",,985,2,,,,
"SDHIG1987354","RU106","3",,1,,,,,
"SDHIG1987354","SB125","3",,1,,,,,
"SDHIG1987355","CO60","3",,1,,,,,
"SDHIG1987355","CS134","3",,1,,,,,
"SDHIG1987355","CS137","3",,6.2,16,,26,,
"SDHIG1987355","K40","3",,980,2,,,,
"SDHIG1987355","RU106","3",,1,,,,,
"SDHIG1987355","SB125","3",,1,,,,,
"SDHIG1987356","CO60","3",,1,,,,,
"SDHIG1987356","CS134","3",,1,,,,,
"SDHIG1987356","CS137","3",,1.9,37,,19,,
"SDHIG1987356","K40","3",,836,1,,,,
"SDHIG1987356","RU106","3",,1,,,,,
"SDHIG1987356","SB125","3",,1,,,,,
"SDHIG1987357","CO60","3",,1,,,,,
"SDHIG1987357","CS134","3",,1,,,,,
"SDHIG1987357","CS137","3",,0.9,32,,9.9,,
"SDHIG1987357","K40","3",,843,1,,,,
"SDHIG1987357","RU106","3",,1,,,,,
"SDHIG1987357","SB125","3",,1,,,,,
"SDHIG1987358","CO60","3",,1,,,,,
"SDHIG1987358","CS134","3",,1,,,,,
"SDHIG1987358","CS137","3",,1.6,21,,19.2,,
"SDHIG1987358","K40","3",,892,1,,,,
"SDHIG1987358","RU106","3",,1,,,,,
"SDHIG1987358","SB125","3",,1,,,,,
"SDHIG1987359","CO60","3",,1,,,,,
"SDHIG1987359","CS134","3",,1,,,,,
"SDHIG1987359","CS137","3",,1,,,,,
"SDHIG1987359","K40","3",,853,1,,,,
"SDHIG1987359","RU106","3",,1,,,,,
"SDHIG1987359","SB125","3",,1,,,,,
"SDHIG1987370","CO60","3",,9.699999999999999,20,,34.9,,
"SDHIG1987370","CS134","3",,509,1,,1830,,
"SDHIG1987370","CS137","3",,1610,,,5790,,
"SDHIG1987370","K40","3",,985,2,,,,
"SDHIG1987370","RU106","3",,282,7,,1020,,
"SDHIG1987370","SB125","3",,1,,,,,
"SDHIG1987371","CO60","3",,4.4,18,,18,,
"SDHIG1987371","CS134","3",,131,1,,536,,
"SDHIG1987371","CS137","3",,474,1,,1940,,
"SDHIG1987371","K40","3",,900,2,,,,
"SDHIG1987371","RU106","3",,88.5,12,,363,,
"SDHIG1987371","SB125","3",,23.1,14,,94.7,,
"SDHIG1987372","CO60","3",,3,29,,13.8,,
"SDHIG1987372","CS134","3",,11.2,13,,51.5,,
"SDHIG1987372","CS137","3",,158,1,,727,,
"SDHIG1987372","K40","3",,903,2,,,,
"SDHIG1987372","RU106","3",,28.9,22,,133,,
"SDHIG1987372","SB125","3",,1,,,,,
"SDHIG1987373","CO60","3",,1,,,,,
"SDHIG1987373","CS134","3",,9.199999999999999,6,,100,,
"SDHIG1987373","CS137","3",,106,1,,1160,,
"SDHIG1987373","K40","3",,828,1,,,,
"SDHIG1987373","RU106","3",,1,,,,,
"SDHIG1987373","SB125","3",,6.2,20,,67.59999999999999,,
"SDHIG1987374","CO60","3",,1,,,,,
"SDHIG1987374","CS134","3",,15.1,6,,165,,
"SDHIG1987374","CS137","3",,74.59999999999999,1,,813,,
"SDHIG1987374","K40","3",,854,2,,,,
"SDHIG1987374","RU106","3",,1,,,,,
"SDHIG1987374","SB125","3",,6.8,20,,74.09999999999999,,
"SDHIG1987375","CO60","3",,1,,,,,
"SDHIG1987375","CS134","3",,1,,,,,
"SDHIG1987375","CS137","3",,34.3,4,,374,,
"SDHIG1987375","K40","3",,869,2,,,,
"SDHIG1987375","RU106","3",,1,,,,,
"SDHIG1987375","SB125","3",,1,,,,,
"SDHIG1987376","CO60","3",,3.5,18,,43.8,,
"SDHIG1987376","CS134","3",,3.6,14,,45,,
"SDHIG1987376","CS137","3",,10.5,4,,131,,
"SDHIG1987376","K40","3",,842,1,,,,
"SDHIG1987376","RU106","3",,1,,,,,
"SDHIG1987376","SB125","3",,1,,,,,
"SDHIG1987380","CO60","3",,1.9,17,,24.7,,
"SDHIG1987380","CS134","3",,238,1,,3090,,
"SDHIG1987380","CS137","3",,674,,,8760,,
"SDHIG1987380","K40","3",,609,1,,,,
"SDHIG1987380","RU106","3",,107,6,,1400,,
"SDHIG1987380","SB125","3",,29,9,,377,,
"SDHIG1987381","CO60","3",,1,,,,,
"SDHIG1987381","CS134","3",,13,3,,164,,
"SDHIG1987381","CS137","3",,31.5,2,,397,,
"SDHIG1987381","K40","3",,596,1,,,,
"SDHIG1987381","RU106","3",,1,,,,,
"SDHIG1987381","SB125","3",,3.2,3,,40.3,,
"SDHIG1987382","CO60","3",,1,,,,,
"SDHIG1987382","CS134","3",,3.6,10,,45.4,,
"SDHIG1987382","CS137","3",,10.4,4,,131,,
"SDHIG1987382","K40","3",,649,1,,,,
"SDHIG1987382","RU106","3",,9.800000000000001,22,,124,,
"SDHIG1987382","SB125","3",,1.4,37,,17.6,,
"SDHIG1987383","CO60","3",,1,,,,,
"SDHIG1987383","CS134","3",,1,,,,,
"SDHIG1987383","CS137","3",,1.3,14,,23.9,,
"SDHIG1987383","K40","3",,603,1,,,,
"SDHIG1987383","RU106","3",,9.1,20,,167,,
"SDHIG1987383","SB125","3",,1,,,,,
"SDHIG1987384","CO60","3",,1,,,,,
"SDHIG1987384","CS134","3",,1,,,,,
"SDHIG1987384","CS137","3",,1,,,,,
"SDHIG1987384","K40","3",,665,,,,,
"SDHIG1987384","RU106","3",,1,,,,,
"SDHIG1987384","SB125","3",,1,,,,,
"SDHIG1987385","CO60","3",,1,,,,,
"SDHIG1987385","CS134","3",,1,,,,,
"SDHIG1987385","CS137","3",,1,,,,,
"SDHIG1987385","K40","3",,584,1,,,,
"SDHIG1987385","RU106","3",,1,,,,,
"SDHIG1987385","SB125","3",,1,,,,,
"SDHIG1987386","CO60","3",,1,,,,,
"SDHIG1987386","CS134","3",,1,,,,,
"SDHIG1987386","CS137","3",,1,,,,,
"SDHIG1987386","K40","3",,554,1,,,,
"SDHIG1987386","RU106","3",,1,,,,,
"SDHIG1987386","SB125","3",,1,,,,,
"SDHIG1987387","CO60","3",,1,,,,,
"SDHIG1987387","CS134","3",,1,,,,,
"SDHIG1987387","CS137","3",,1,,,,,
"SDHIG1987387","K40","3",,576,1,,,,
"SDHIG1987387","RU106","3",,1,,,,,
"SDHIG1987387","SB125","3",,1,,,,,
"SDHIG1987390","CO60","3",,2.2,20,,8.359999999999999,,
"SDHIG1987390","CS134","3",,161,1,,611,,
"SDHIG1987390","CS137","3",,554,,,2100,,
"SDHIG1987390","K40","3",,889,1,,,,
"SDHIG1987390","RU106","3",,68.59999999999999,8,,261,,
"SDHIG1987390","SB125","3",,18.8,8,,71.40000000000001,,
"SDHIG1987391","CO60","3",,2.2,16,,9.24,,
"SDHIG1987391","CS134","3",,41.2,3,,173,,
"SDHIG1987391","CS137","3",,205,1,,862,,
"SDHIG1987391","K40","3",,888,2,,3730,,
"SDHIG1987391","RU106","3",,33.6,21,,141,,
"SDHIG1987391","SB125","3",,1,,,,,
"SDHIG1987392","CO60","3",,2.8,25,,13.2,,
"SDHIG1987392","CS134","3",,7.3,15,,34.3,,
"SDHIG1987392","CS137","3",,102,2,,482,,
"SDHIG1987392","K40","3",,836,2,,,,
"SDHIG1987392","RU106","3",,1,,,,,
"SDHIG1987392","SB125","3",,1,,,,,
"SDHIG1987393","CO60","3",,2.5,30,,25.8,,
"SDHIG1987393","CS134","3",,4,18,,41.2,,
"SDHIG1987393","CS137","3",,72.59999999999999,1,,748,,
"SDHIG1987393","K40","3",,875,1,,,,
"SDHIG1987393","RU106","3",,1,,,,,
"SDHIG1987393","SB125","3",,1,,,,,
"SDHIG1987394","CO60","3",,1,,,,,
"SDHIG1987394","CS134","3",,2.1,,,,,
"SDHIG1987394","CS137","3",,25.5,3,,260,,
"SDHIG1987394","K40","3",,915,2,,,,
"SDHIG1987394","RU106","3",,1,,,,,
"SDHIG1987394","SB125","3",,1,,,,,
"SDHIG1987395","CO60","3",,1,,,,,
"SDHIG1987395","CS134","3",,2,27,,19.4,,
"SDHIG1987395","CS137","3",,5.7,7,,55.3,,
"SDHIG1987395","K40","3",,929,1,,,,
"SDHIG1987395","RU106","3",,1,,,,,
"SDHIG1987395","SB125","3",,1,,,,,
"SDHIG1987421","CO60","3",,2.4,16,,7.92,,
"SDHIG1987421","CS134","3",,49.1,8,,162,,
"SDHIG1987421","CS137","3",,509,1,,1680,,
"SDHIG1987421","K40","3",,582,2,,,,
"SDHIG1987421","RU106","3",,21,33,,69.3,,
"SDHIG1987421","SB125","3",,24.7,12,,81.5,,
"SDHIG1987422","CO60","3",,2.4,22,,8.880000000000001,,
"SDHIG1987422","CS134","3",,17.4,7,,64.40000000000001,,
"SDHIG1987422","CS137","3",,86.8,1,,321,,
"SDHIG1987422","K40","3",,555,2,,,,
"SDHIG1987422","RU106","3",,13.4,38,,49.6,,
"SDHIG1987422","SB125","3",,9.699999999999999,17,,35.9,,
"SDHIG1987423","CO60","3",,2.2,24,,9.02,,
"SDHIG1987423","CS134","3",,8,8,,32.8,,
"SDHIG1987423","CS137","3",,35.5,2,,146,,
"SDHIG1987423","K40","3",,632,2,,,,
"SDHIG1987423","RU106","3",,10.7,29,,43.9,,
"SDHIG1987423","SB125","3",,5,23,,20.5,,
"SDHIG1987424","CO60","3",,1,,,,,
"SDHIG1987424","CS134","3",,5.2,11,,43.2,,
"SDHIG1987424","CS137","3",,19.3,3,,160,,
"SDHIG1987424","K40","3",,631,2,,,,
"SDHIG1987424","RU106","3",,1,,,,,
"SDHIG1987424","SB125","3",,1,,,,,
"SDHIG1987425","CO60","3",,1,,,,,
"SDHIG1987425","CS134","3",,4,10,,32.8,,
"SDHIG1987425","CS137","3",,11.1,3,,91,,
"SDHIG1987425","K40","3",,698,1,,,,
"SDHIG1987425","RU106","3",,1,,,,,
"SDHIG1987425","SB125","3",,1,,,,,
"SDHIG1987426","CO60","3",,1,,,,,
"SDHIG1987426","CS134","3",,2,27,,16.2,,
"SDHIG1987426","CS137","3",,6.4,8,,51.8,,
"SDHIG1987426","K40","3",,680,2,,,,
"SDHIG1987426","RU106","3",,1,,,,,
"SDHIG1987426","SB125","3",,1,,,,,
"SDHIG1987427","CO60","3",,1,,,,,
"SDHIG1987427","CS134","3",,1.3,24,,10.7,,
"SDHIG1987427","CS137","3",,4.3,7,,35.3,,
"SDHIG1987427","K40","3",,572,1,,,,
"SDHIG1987427","RU106","3",,1,,,,,
"SDHIG1987427","SB125","3",,1,,,,,
"SDHIG1987449","CO60","3",,1,,,,,
"SDHIG1987449","CS134","3",,109,2,,1420,,
"SDHIG1987449","CS137","3",,374,1,,4900,,
"SDHIG1987449","K40","3",,573,2,,,,
"SDHIG1987449","RU106","3",,39.7,15,,520,,
"SDHIG1987449","SB125","3",,20.7,17,,271,,
"SDHIG1987450","CO60","3",,2.6,16,,28.3,,
"SDHIG1987450","CS134","3",,16.2,8,,177,,
"SDHIG1987450","CS137","3",,58.2,2,,634,,
"SDHIG1987450","K40","3",,693,2,,,,
"SDHIG1987450","RU106","3",,1,,,,,
"SDHIG1987450","SB125","3",,1,,,,,
"SDHIG1987451","CO60","3",,1,,,,,
"SDHIG1987451","CS134","3",,1,,,,,
"SDHIG1987451","CS137","3",,4.6,18,,40.9,,
"SDHIG1987451","K40","3",,854,1,,,,
"SDHIG1987451","RU106","3",,1,,,,,
"SDHIG1987451","SB125","3",,1,,,,,
"SDHIG1987452","CO60","3",,1,,,,,
"SDHIG1987452","CS134","3",,1,,,,,
"SDHIG1987452","CS137","3",,1,,,,,
"SDHIG1987452","K40","3",,765,1,,,,
"SDHIG1987452","RU106","3",,1,,,,,
"SDHIG1987452","SB125","3",,1,,,,,
"SDHIG1987453","CO60","3",,1,,,,,
"SDHIG1987453","CS134","3",,1,,,,,
"SDHIG1987453","CS137","3",,1,,,,,
"SDHIG1987453","K40","3",,884,2,,,,
"SDHIG1987453","RU106","3",,1,,,,,
"SDHIG1987453","SB125","3",,1,,,,,
"SDHIG1987454","CO60","3",,1,,,,,
"SDHIG1987454","CS134","3",,1,,,,,
"SDHIG1987454","CS137","3",,1,,,,,
"SDHIG1987454","K40","3",,876,1,,,,
"SDHIG1987454","RU106","3",,1,,,,,
"SDHIG1987454","SB125","3",,1,,,,,
"SDHIG1987455","CO60","3",,1,,,,,
"SDHIG1987455","CS134","3",,151,1,,,,
"SDHIG1987455","CS137","3",,442,,,,,
"SDHIG1987455","K40","3",,518,1,,,,
"SDHIG1987455","RU106","3",,40.6,14,,,,
"SDHIG1987455","SB125","3",,19.5,11,,,,
"SDHIG1987477","CO60","3",,1,,,,,
"SDHIG1987477","CS134","3",,1,,,,,
"SDHIG1987477","CS137","3",,50.7,4,,117,,
"SDHIG1987477","K40","3",,774,3,,,,
"SDHIG1987477","RU106","3",,1,,,,,
"SDHIG1987477","SB125","3",,1,,,,,
"SDHIG1987478","CO60","3",,1,,,,,
"SDHIG1987478","CS134","3",,1,,,,,
"SDHIG1987478","CS137","3",,24.6,8,,66.40000000000001,,
"SDHIG1987478","K40","3",,791,4,,,,
"SDHIG1987478","RU106","3",,1,,,,,
"SDHIG1987478","SB125","3",,1,,,,,
"SDHIG1987479","CO60","3",,1,,,,,
"SDHIG1987479","CS134","3",,1,,,,,
"SDHIG1987479","CS137","3",,12.6,9,,41.6,,
"SDHIG1987479","K40","3",,865,2,,,,
"SDHIG1987479","RU106","3",,1,,,,,
"SDHIG1987479","SB125","3",,1,,,,,
"SDHIG1987480","CO60","3",,1,,,,,
"SDHIG1987480","CS134","3",,1,,,,,
"SDHIG1987480","CS137","3",,4.8,18,,43.2,,
"SDHIG1987480","K40","3",,904,2,,,,
"SDHIG1987480","RU106","3",,1,,,,,
"SDHIG1987480","SB125","3",,1,,,,,
"SDHIG1987481","CO60","3",,1,,,,,
"SDHIG1987481","CS134","3",,1,,,,,
"SDHIG1987481","CS137","3",,1.4,,,,,
"SDHIG1987481","K40","3",,826,1,,,,
"SDHIG1987481","RU106","3",,1,,,,,
"SDHIG1987481","SB125","3",,1,,,,,
"SDHIG1987482","CO60","3",,1,,,,,
"SDHIG1987482","CS134","3",,1,,,,,
"SDHIG1987482","CS137","3",,2.1,28,,21.4,,
"SDHIG1987482","K40","3",,846,1,,,,
"SDHIG1987482","RU106","3",,1,,,,,
"SDHIG1987482","SB125","3",,1,,,,,
"SDHIG1987483","CO60","3",,1,,,,,
"SDHIG1987483","CS134","3",,1,,,,,
"SDHIG1987483","CS137","3",,1,,,,,
"SDHIG1987483","K40","3",,884,1,,,,
"SDHIG1987483","RU106","3",,1,,,,,
"SDHIG1987483","SB125","3",,1,,,,,
"SDHIG1987489","CO60","3",,1,,,,,
"SDHIG1987489","CS134","3",,13.3,3,,1730,,
"SDHIG1987489","CS137","3",,373,1,,4850,,
"SDHIG1987489","K40","3",,599,4,,,,
"SDHIG1987489","RU106","3",,118,17,,1530,,
"SDHIG1987489","SB125","3",,20.5,23,,267,,
"SDHIG1987490","CO60","3",,1,,,,,
"SDHIG1987490","CS134","3",,15,9,,170,,
"SDHIG1987490","CS137","3",,49.9,4,,564,,
"SDHIG1987490","K40","3",,783,3,,,,
"SDHIG1987490","RU106","3",,1,,,,,
"SDHIG1987490","SB125","3",,1,,,,,
"SDHIG1987491","CO60","3",,1,,,,,
"SDHIG1987491","CS134","3",,1,,,,,
"SDHIG1987491","CS137","3",,6.9,9,,86.90000000000001,,
"SDHIG1987491","K40","3",,757,2,,,,
"SDHIG1987491","RU106","3",,1,,,,,
"SDHIG1987491","SB125","3",,1,,,,,
"SDHIG1987492","CO60","3",,1,,,,,
"SDHIG1987492","CS134","3",,1,,,,,
"SDHIG1987492","CS137","3",,4.8,,,,,
"SDHIG1987492","K40","3",,776,1,,,,
"SDHIG1987492","RU106","3",,1,,,,,
"SDHIG1987492","SB125","3",,1,,,,,
"SDHIG1987493","CO60","3",,1,,,,,
"SDHIG1987493","CS134","3",,1,,,,,
"SDHIG1987493","CS137","3",,1,,,,,
"SDHIG1987493","K40","3",,772,1,,,,
"SDHIG1987493","RU106","3",,1,,,,,
"SDHIG1987493","SB125","3",,1,,,,,
"SDHIG1987494","CO60","3",,1,,,,,
"SDHIG1987494","CS134","3",,1,,,,,
"SDHIG1987494","CS137","3",,0.9,32,,16.8,,
"SDHIG1987494","K40","3",,760,1,,,,
"SDHIG1987494","RU106","3",,1,,,,,
"SDHIG1987494","SB125","3",,1,,,,,
"SDHIG1987495","CO60","3",,3.9,22,,,,
"SDHIG1987495","CS134","3",,52.7,5,,,,
"SDHIG1987495","CS137","3",,210,1,,,,
"SDHIG1987495","K40","3",,367,3,,,,
"SDHIG1987495","RU106","3",,51,22,,,,
"SDHIG1987495","SB125","3",,19.8,19,,,,
"SDHIG1987512","CO60","3",,1,,,,,
"SDHIG1987512","CS134","3",,1,,,,,
"SDHIG1987512","CS137","3",,22.9,3,,697,,
"SDHIG1987512","K40","3",,599,2,,,,
"SDHIG1987512","RU106","3",,1,,,,,
"SDHIG1987512","SB125","3",,1,,,,,
"SDHIG1987513","CO60","3",,1,,,,,
"SDHIG1987513","CS134","3",,1,,,,,
"SDHIG1987513","CS137","3",,3.8,13,,27,,
"SDHIG1987513","K40","3",,719,1,,,,
"SDHIG1987513","RU106","3",,1,,,,,
"SDHIG1987513","SB125","3",,1,,,,,
"SDHIG1987514","CO60","3",,1,,,,,
"SDHIG1987514","CS134","3",,1,,,,,
"SDHIG1987514","CS137","3",,2.3,21,,14.5,,
"SDHIG1987514","K40","3",,880,1,,,,
"SDHIG1987514","RU106","3",,1,,,,,
"SDHIG1987514","SB125","3",,1,,,,,
"SDHIG1987515","CO60","3",,1,,,,,
"SDHIG1987515","CS134","3",,1,,,,,
"SDHIG1987515","CS137","3",,1,,,,,
"SDHIG1987515","K40","3",,690,20,,,,
"SDHIG1987515","RU106","3",,1,,,,,
"SDHIG1987515","SB125","3",,1,,,,,
"SDHIG1987516","CO60","3",,1,,,,,
"SDHIG1987516","CS134","3",,1,,,,,
"SDHIG1987516","CS137","3",,1,,,,,
"SDHIG1987516","K40","3",,802,2,,,,
"SDHIG1987516","RU106","3",,1,,,,,
"SDHIG1987516","SB125","3",,1,,,,,
"SDHIG1987517","CO60","3",,1,,,,,
"SDHIG1987517","CS134","3",,1,,,,,
"SDHIG1987517","CS137","3",,1,,,,,
"SDHIG1987517","K40","3",,910,1,,,,
"SDHIG1987517","RU106","3",,1,,,,,
"SDHIG1987517","SB125","3",,1,,,,,
"SDHIG1987518","CO60","3",,1,,,,,
"SDHIG1987518","CS134","3",,1,,,,,
"SDHIG1987518","CS137","3",,1,,,,,
"SDHIG1987518","K40","3",,884,2,,,,
"SDHIG1987518","RU106","3",,1,,,,,
"SDHIG1987518","SB125","3",,1,,,,,
"SDHIG1987521","CO60","3",,1,,,,,
"SDHIG1987521","CS134","3",,1,,,,,
"SDHIG1987521","CS137","3",,29.1,6,,93.09999999999999,,
"SDHIG1987521","K40","3",,891,3,,,,
"SDHIG1987521","RU106","3",,1,,,,,
"SDHIG1987521","SB125","3",,1,,,,,
"SDHIG1987522","CO60","3",,1,,,,,
"SDHIG1987522","CS134","3",,1,,,,,
"SDHIG1987522","CS137","3",,13.3,8,,43.9,,
"SDHIG1987522","K40","3",,802,3,,,,
"SDHIG1987522","RU106","3",,1,,,,,
"SDHIG1987522","SB125","3",,1,,,,,
"SDHIG1987523","CO60","3",,1,,,,,
"SDHIG1987523","CS134","3",,1,,,,,
"SDHIG1987523","CS137","3",,7.1,11,,27,,
"SDHIG1987523","K40","3",,783,2,,,,
"SDHIG1987523","RU106","3",,1,,,,,
"SDHIG1987523","SB125","3",,1,,,,,
"SDHIG1987524","CO60","3",,1,,,,,
"SDHIG1987524","CS134","3",,1,,,,,
"SDHIG1987524","CS137","3",,1,,,,,
"SDHIG1987524","K40","3",,851,2,,,,
"SDHIG1987524","RU106","3",,1,,,,,
"SDHIG1987524","SB125","3",,1,,,,,
"SDHIG1987525","CO60","3",,1,,,,,
"SDHIG1987525","CS134","3",,1,,,,,
"SDHIG1987525","CS137","3",,1,,,,,
"SDHIG1987525","K40","3",,835,3,,,,
"SDHIG1987525","RU106","3",,1,,,,,
"SDHIG1987525","SB125","3",,1,,,,,
"SDHIG1987526","CO60","3",,1,,,,,
"SDHIG1987526","CS134","3",,1,,,,,
"SDHIG1987526","CS137","3",,1,,,,,
"SDHIG1987526","K40","3",,894,2,,,,
"SDHIG1987526","RU106","3",,1,,,,,
"SDHIG1987526","SB125","3",,1,,,,,
"SDHIG1987527","CO60","3",,1,,,,,
"SDHIG1987527","CS134","3",,1,,,,,
"SDHIG1987527","CS137","3",,1,,,,,
"SDHIG1987527","K40","3",,872,1,,,,
"SDHIG1987527","RU106","3",,1,,,,,
"SDHIG1987527","SB125","3",,1,,,,,
"SDHIG1987530","CO60","3",,1,,,,,
"SDHIG1987530","CS134","3",,1,,,,,
"SDHIG1987530","CS137","3",,25.4,5,,71.09999999999999,,
"SDHIG1987530","K40","3",,853,3,,,,
"SDHIG1987530","RU106","3",,1,,,,,
"SDHIG1987530","SB125","3",,1,,,,,
"SDHIG1987531","CO60","3",,1,,,,,
"SDHIG1987531","CS134","3",,1,,,,,
"SDHIG1987531","CS137","3",,13.6,9,,46.2,,
"SDHIG1987531","K40","3",,1060,3,,,,
"SDHIG1987531","RU106","3",,1,,,,,
"SDHIG1987531","SB125","3",,1,,,,,
"SDHIG1987532","CO60","3",,1,,,,,
"SDHIG1987532","CS134","3",,1,,,,,
"SDHIG1987532","CS137","3",,6.2,13,,22.9,,
"SDHIG1987532","K40","3",,966,2,,,,
"SDHIG1987532","RU106","3",,1,,,,,
"SDHIG1987532","SB125","3",,1,,,,,
"SDHIG1987533","CO60","3",,1,,,,,
"SDHIG1987533","CS134","3",,1,,,,,
"SDHIG1987533","CS137","3",,1.1,,,,,
