KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,ERROR%_kg,< VALUE_Bq/m²,VALUE_Bq/m²,ERROR%_m²,DATE_OF_ENTRY
"SKRIL2005089","RA226","KRIL01",,23.4,9,,,,
"SKRIL2005089","RA228","KRIL01",,43,7,,,,
"SKRIL2005090","CS137","KRIL01",,2,100,,,,
"SKRIL2005090","K40","KRIL01",,490,29,,,,
"SKRIL2005090","RA226","KRIL01",,23.4,8,,,,
"SKRIL2005090","RA228","KRIL01",,49,12,,,,
"SKRIL2005091","CS137","KRIL01",,6,67,,,,
"SKRIL2005091","K40","KRIL01",,550,29,,,,
"SKRIL2005091","RA226","KRIL01",,22,18,,,,
"SKRIL2005091","RA228","KRIL01",,53,17,,,,
"SKRIL2005092","CS137","KRIL01",,9,44,,,,
"SKRIL2005092","K40","KRIL01",,500,24,,,,
"SKRIL2005092","RA226","KRIL01",,30,17,,,,
"SKRIL2005092","RA228","KRIL01",,34,18,,,,
"SKRIL2005093","CS137","KRIL01",,104,7,,,,
"SKRIL2005093","K40","KRIL01",,400,33,,,,
"SKRIL2005093","RA226","KRIL01",,23.5,12,,,,
"SKRIL2005093","RA228","KRIL01",,31,16,,,,
"SKRIL2005094","CS137","KRIL01",,16.1,16,,,,
"SKRIL2005094","K40","KRIL01",,580,17,,,,
"SKRIL2005094","RA226","KRIL01",,23.9,8,,,,
"SKRIL2005094","RA228","KRIL01",,29,38,,,,
"SKRIL2005095","CS137","KRIL01",,2,100,,,,
"SKRIL2005095","K40","KRIL01",,580,16,,,,
"SKRIL2005095","RA226","KRIL01",,21.9,11,,,,
"SKRIL2005095","RA228","KRIL01",,43,16,,,,
"SKRIL2005096","CS137","KRIL01",,4.1,51,,,,
"SKRIL2005096","K40","KRIL01",,460,20,,,,
"SKRIL2005096","RA226","KRIL01",,26.7,9,,,,
"SKRIL2005096","RA228","KRIL01",,39,15,,,,
"SKRIL2005097","CS137","KRIL01",,3,100,,,,
"SKRIL2005097","K40","KRIL01",,580,21,,,,
"SKRIL2005097","RA226","KRIL01",,22.9,10,,,,
"SKRIL2005097","RA228","KRIL01",,38,18,,,,
"SKRIL2005098","CS137","KRIL01",,1,100,,,,
"SKRIL2005098","K40","KRIL01",,380,16,,,,
"SKRIL2005098","RA226","KRIL01",,13.4,10,,,,
"SKRIL2005098","RA228","KRIL01",,31,13,,,,
"SKRIL2005099","CS137","KRIL01",,1,100,,,,
"SKRIL2005099","K40","KRIL01",,500,12,,,,
"SKRIL2005099","RA226","KRIL01",,20.5,7,,,,
"SKRIL2005099","RA228","KRIL01",,29,21,,,,
"SKRIL2005100","CS137","KRIL01",,64,6,,,,
"SKRIL2005100","K40","KRIL01",,450,18,,,,
"SKRIL2005100","RA226","KRIL01",,13.2,17,,,,
"SKRIL2005100","RA228","KRIL01",,51,20,,,,
"SKRIL2005101","CS137","KRIL01",,1.7,94,,,,
"SKRIL2005101","K40","KRIL01",,480,17,,,,
"SKRIL2005101","RA226","KRIL01",,20.1,10,,,,
"SKRIL2005101","RA228","KRIL01",,35,31,,,,
"SKRIL2005102","CS137","KRIL01",,4.8,54,,,,
"SKRIL2005102","K40","KRIL01",,570,14,,,,
"SKRIL2005102","RA226","KRIL01",,22,23,,,,
"SKRIL2005102","RA228","KRIL01",,42,14,,,,
"SKRIL2005103","CS137","KRIL01",,3.9,44,,,,
"SKRIL2005103","K40","KRIL01",,400,20,,,,
"SKRIL2005103","RA226","KRIL01",,16.7,10,,,,
"SKRIL2005103","RA228","KRIL01",,37,14,,,,
"SLEPA2005001","SR90","LEPA06",,5.55,15,,10.6,,
"SLEPA2005001","K40","LEPA03",,795,6.5,,1520,,
"SLEPA2005001","CS137","LEPA03",,87.3,5.3,,167,,
"SLEPA2005001","TH232","LEPA03",,41,22.2,,78.3,,
"SLEPA2005001","RA226","LEPA03",,27.5,16.9,,52.5,,
"SLEPA2005002","K40","LEPA03",,815,6.4,,2110,,
"SLEPA2005002","CS137","LEPA03",,38.5,5.4,,99.7,,
"SLEPA2005002","TH232","LEPA03",,42.9,20.8,,111,,
"SLEPA2005002","RA226","LEPA03",,26.1,17.3,,67.59999999999999,,
"SLEPA2005003","K40","LEPA03",,818,6.4,,1710,,
"SLEPA2005003","CS137","LEPA03",,2.38,11.1,,4.98,,
"SLEPA2005003","TH232","LEPA03",,43.5,23.4,,91.09999999999999,,
"SLEPA2005003","RA226","LEPA03",,28.1,15.7,,58.8,,
"SLEPA2005004","SR90","LEPA06",,4.96,15,,6.921,,
"SLEPA2005004","K40","LEPA03",,802,6.5,,1119.041,,
"SLEPA2005004","CS137","LEPA03",,94.09999999999999,5.3,,131.299,,
"SLEPA2005004","TH232","LEPA03",,45.2,22.1,,63.068,,
"SLEPA2005004","RA226","LEPA03",,28.9,17.1,,40.325,,
"SLEPA2005005","K40","LEPA03",,766,7.6,,837.812,,
"SLEPA2005005","CS137","LEPA03",,5.2,14,,5.688,,
"SLEPA2005005","TH232","LEPA03",,39.6,20.1,,43.312,,
"SLEPA2005005","RA226","LEPA03",,33.4,11.4,,36.531,,
"SLEPA2005006","SR90","LEPA06",,6.41,15,,34.845,,
"SLEPA2005006","K40","LEPA03",,503.7,6.4,,2738.125,,
"SLEPA2005006","CS137","LEPA03",,46.3,5.3,,251.688,,
"SLEPA2005006","TH232","LEPA03",,16.1,26.2,,87.52,,
"SLEPA2005006","RA226","LEPA03",,16.1,15.4,,87.52,,
"SLEPA2005007","K40","LEPA03",,511.1,6.4,,2795.522,,
"SLEPA2005007","CS137","LEPA03",,48,12.1,,262.542,,
"SLEPA2005007","TH232","LEPA03",,15.8,21.9,,86.42,,
"SLEPA2005007","RA226","LEPA03",,13.9,19.7,,76.02800000000001,,
"SLEPA2005008","K40","LEPA03",,501,6.6,,2740.279,,
"SLEPA2005008","CS137","LEPA03",,39.3,5.5,,226.896,,
"SLEPA2005008","TH232","LEPA03",,17.4,26.3,,100.458,,
"SLEPA2005008","RA226","LEPA03",,17.2,16,,99.303,,
"SLEPA2005009","SR90","LEPA06",,5.3,15,,30.883,,
"SLEPA2005009","K40","LEPA03",,351,6.4,,2045.245,,
"SLEPA2005009","CS137","LEPA03",,17.1,5.4,,99.64,,
"SLEPA2005009","TH232","LEPA03",,20.1,16.8,,117.121,,
"SLEPA2005009","RA226","LEPA03",,16.9,25.8,,98.47499999999999,,
"SLEPA2005010","SR90","LEPA06",,7.37,15,,23.998,,
"SLEPA2005010","K40","LEPA03",,552,6.8,,1797.402,,
"SLEPA2005010","CS137","LEPA03",,42.9,19.6,,139.689,,
"SLEPA2005010","TH232","LEPA03",,23.4,28.6,,76.194,,
"SLEPA2005010","RA226","LEPA03",,22.6,18,,73.589,,
"SLEPA2005011","SR90","LEPA06",,6.4,15,,6.628,,
"SLEPA2005011","K40","LEPA03",,493,6.7,,510.589,,
"SLEPA2005011","CS137","LEPA03",,68.2,18.8,,70.633,,
"SLEPA2005011","TH232","LEPA03",,30.2,25.9,,31.277,,
"SLEPA2005011","RA226","LEPA03",,23.1,17.7,,23.924,,
"SLEPA2005012","SR90","LEPA06",,7.29,15,,5.983,,
"SLEPA2005012","K40","LEPA03",,468,6.7,,384.109,,
"SLEPA2005012","CS137","LEPA03",,65.7,24.8,,53.923,,
"SLEPA2005012","TH232","LEPA03",,27.9,26.9,,22.899,,
"SLEPA2005012","RA226","LEPA03",,23.7,16.8,,19.452,,
"SLEPA2005013","SR90","LEPA06",,5.62,15,,5.272,,
"SLEPA2005013","K40","LEPA03",,496,6.9,,465.258,,
"SLEPA2005013","CS137","LEPA03",,77.8,4,,72.97799999999999,,
"SLEPA2005013","TH232","LEPA03",,16.9,35,,15.853,,
"SLEPA2005013","RA226","LEPA03",,33.1,16.9,,31.048,,
"SSSSI2005001","K40","SSSI43",,597,6,,11200,,
"SSSSI2005001","CS137","SSSI43",,216,4.6,,4040,,
"SSSSI2005002","K40","SSSI43",,560,7.7,,11800,,
"SSSSI2005002","CS137","SSSI43",,18.4,14,,389,,
"SSSSI2005003","K40","SSSI43",,412,11,,4180,,
"SSSSI2005003","CS137","SSSI43",,770,4.3,,7810,,
"SSSSI2005004","K40","SSSI43",,752,5.1,,11100,,
"SSSSI2005004","CS137","SSSI43",,264,4.5,,3900,,
"SSSSI2005005","K40","SSSI43",,825,4.8,,13300,,
"SSSSI2005005","CS137","SSSI43",,11.9,8.4,,192,,
"SSSSI2005006","K40","SSSI43",,839,5.5,,13900,,
"SSSSI2005007","K40","SSSI43",,863,5.8,,13600,,
"SSSSI2005008","K40","SSSI43",,578,6.9,,8530,,
"SSSSI2005008","CS137","SSSI43",,294,4.4,,4340,,
"SSSSI2005009","K40","SSSI43",,743,5,,19800,,
"SSSSI2005009","CS137","SSSI43",,37.3,5.9,,992,,
"SSSSI2005010","K40","SSSI43",,735,4.6,,12500,,
"SSSSI2005010","CS137","SSSI43",,255,4.3,,4330,,
"SSSSI2005011","K40","SSSI43",,764,5,,20300,,
"SSSSI2005011","CS137","SSSI43",,28.8,5.9,,766,,
"SSSSI2005012","K40","SSSI43",,837,4.8,,24600,,
"SSSSI2005013","K40","SSSI43",,548,6.4,,16800,,
"SSSSI2005014","K40","SSSI43",,796,4.5,,23200,,
"SSSSI2005015","K40","SSSI43",,700,7.4,,10200,,
"SSSSI2005015","CS137","SSSI43",,1060,4.7,,15400,,
"SSSSI2005016","K40","SSSI43",,1020,4.9,,18100,,
"SSSSI2005016","CS137","SSSI43",,1360,4.4,,24100,,
"SSSSI2005017","K40","SSSI43",,937,5.5,,15400,,
"SSSSI2005017","CS137","SSSI43",,1010,5,,16600,,
"SSSSI2005018","K40","SSSI43",,1280,5.5,,22500,,
"SSSSI2005018","CS137","SSSI43",,1420,4.9,,24900,,
"SSSSI2005019","K40","SSSI43",,977,5.1,,16600,,
"SSSSI2005019","CS137","SSSI43",,1290,4.7,,22000,,
"SSSSI2005020","K40","SSSI43",,1240,5.6,,24300,,
"SSSSI2005020","CS137","SSSI43",,158,5.1,,3090,,
"SSSSI2005021","K40","SSSI43",,1010,5,,20500,,
"SSSSI2005021","CS137","SSSI43",,38.2,5.8,,774,,
"SSSSI2005022","K40","SSSI43",,1020,4.9,,35700,,
"SSSSI2005022","CS137","SSSI43",,319,4.4,,11200,,
"SSSSI2005023","K40","SSSI43",,1200,5,,51300,,
"SSSSI2005023","CS137","SSSI43",,14.7,9.5,,629,,
"SSSSI2005024","K40","SSSI43",,1010,5,,24000,,
"SSSSI2005024","CS137","SSSI43",,355,4.2,,8450,,
"SSSSI2005025","K40","SSSI43",,1240,4.8,,45500,,
"SSSSI2005025","CS137","SSSI43",,14.9,8.1,,546,,
"SSSSI2005026","K40","SSSI43",,1210,5,,45300,,
"SSSSI2005027","K40","SSSI43",,1280,4.7,,46200,,
"SSSSI2005028","K40","SSSI43",,1290,5.4,,45400,,
"SSSSI2005029","K40","SSSI43",,776,9,,21400,,
"SSSSI2005029","CS137","SSSI43",,93,1,,2570,,
"SSSSI2005029","NB95","SSSI43",,1.8,0.5,,49.7,,
"SSSSI2005029","CO60","SSSI43",,1.6,0.4,,44.1,,
"SSSSI2005030","K40","SSSI43",,763,1.7,,2930,,
"SSSSI2005030","CS137","SSSI43",,14.8,4.13,,56.9,,
"SSSSI2005030","CO60","SSSI43",,3.63,20.2,,13.9,,
"SSSSI2005031","K40","SSSI43",,674,3,,3650,,
"SSSSI2005031","CS137","SSSI43",,37,4,,201,,
"SSSSI2005031","CO60","SSSI43",,8,16,,43.4,,
"SSSSI2005032","CS137","SSSI43",,15,3,,444,,
"SERPC2004002","SR90","ERCP02",,0.72,,,3.2,,
"SERPC2004003","SR90","ERCP02",,0.53,26,,6.8,26,
"SERPC2005001","CS137","ERCP01",,404,4,,865,4,
"SERPC2005002","CS137","ERCP01",,421,4,,1253,4,
"SERPC2005003","CS137","ERCP01",,374,4,,1388,4,
"SERPC2005004","CS137","ERCP01",,318,4,,1124,4,
"SERPC2005005","CS137","ERCP01",,124,5,,454,5,
"SERPC2005006","CS137","ERCP01",,104,5,,272,5,
"SERPC2005007","CS137","ERCP01",,97,4,,262,4,
"SERPC2005008","CS137","ERCP01",,94,4,,266,4,
"SERPC2005009","CS137","ERCP01",,62,5,,179,5,
"SERPC2005010","CS137","ERCP01",,22,6,,87,6,
"SDHIG2005078","CS137","3",,48.1,1,,390,,
"SDHIG2005079","CS137","3",,38.8,1,,560,,
"SDHIG2005080","CS137","3",,21.9,1,,409,,
"SDHIG2005081","CS137","3",,9.460000000000001,2,,204,,
"SDHIG2005082","CS137","3",,4.59,3,,105,,
"SDHIG2005083","CS137","3",,2.25,5,,57,,
"SDHIG2005084","CS137","3",,1.74,5,,46,,
"SDHIG2005085","CS137","3",,1.4,7,,35,,
"SDHIG2005086","CS137","3",,1.61,6,,38,,
"SDHIG2005091","CS137","3",,7.01,2,,90,,
"SDHIG2005092","CS137","3",,5.97,2,,130,,
"SDHIG2005093","CS137","3",,4.19,3,,114,,
"SDHIG2005094","CS137","3",,5.79,2,,145,,
"SDHIG2005095","CS137","3",,7.64,2,,155,,
"SDHIG2005096","CS137","3",,4.66,2,,105,,
"SDHIG2005097","CS137","3",,2.5,4,,66,,
"SDHIG2005100","CS137","3",,55.3,1,,504,,
"SDHIG2005101","CS137","3",,40.6,1,,594,,
"SDHIG2005102","CS137","3",,55.9,1,,725,,
"SDHIG2005103","CS137","3",,69.2,1,,880,,
"SDHIG2005104","CS137","3",,55.3,1,,798,,
"SDHIG2005105","CS137","3",,39.1,1,,616,,
"SDHIG2005106","CS137","3",,37.9,1,,595,,
"SDHIG2005107","CS137","3",,28.9,1,,460,,
"SDHIG2005108","CS137","3",,19.1,1,,356,,
"SDHIG2005113","CS137","3",,50.6,1,,232,,
"SDHIG2005114","CS137","3",,61.2,1,,465,,
"SDHIG2005115","CS137","3",,44.7,1,,505,,
"SDHIG2005116","CS137","3",,33.5,1,,384,,
"SDHIG2005117","CS137","3",,15.9,2,,207,,
"SDHIG2005118","CS137","3",,7.61,3,,100,,
"SDHIG2005119","CS137","3",,4.46,3,,62,,
"SDHIG2005120","CS137","3",,2.41,5,,31,,
"SDHIG2005129","CS137","3",,38,2,,180,,
"SDHIG2005130","CS137","3",,13.2,2,,215,,
"SDHIG2005131","CS137","3",,9.5,2,,225,,
"SDHIG2005132","CS137","3",,6.53,2,,172,,
"SDHIG2005133","CS137","3",,2.6,4,,73,,
"SDHIG2005134","CS137","3",,3.42,4,,74,,
"SDHIG2005139","CS137","3",,49.6,2,,153,,
"SDHIG2005140","CS137","3",,50.1,1,,323,,
"SDHIG2005141","CS137","3",,51,1,,358,,
"SDHIG2005142","CS137","3",,58.8,1,,412,,
"SDHIG2005143","CS137","3",,56.4,1,,384,,
"SDHIG2005144","CS137","3",,45.1,1,,316,,
"SDHIG2005145","CS137","3",,26.3,1,,198,,
"SDHIG2005146","CS137","3",,13,2,,106,,
"SDHIG2005149","CS137","3",,86.5,1,,342,,
"SDHIG2005150","CS137","3",,73.8,1,,534,,
"SDHIG2005151","CS137","3",,74.2,1,,603,,
"SDHIG2005152","CS137","3",,103,1,,810,,
"SDHIG2005153","CS137","3",,89.8,1,,779,,
"SDHIG2005154","CS137","3",,37.6,1,,377,,
"SDHIG2005155","CS137","3",,18,1,,203,,
"SDHIG2005156","CS137","3",,8.369999999999999,2,,95,,
"SDHIG2005159","CS137","3",,116,1,,549,,
"SDHIG2005160","CS137","3",,130,1,,786,,
"SDHIG2005161","CS137","3",,89.2,1,,548,,
"SDHIG2005162","CS137","3",,61.4,1,,421,,
"SDHIG2005163","CS137","3",,40.1,1,,253,,
"SDHIG2005164","CS137","3",,16.2,2,,117,,
"SDHIG2005165","CS137","3",,9.140000000000001,2,,62,,
"SDHIG2005166","CS137","3",,5.8,4,,42,,
"SDHIG2005173","CS137","3",,31.9,1,,243,,
"SDHIG2005174","CS137","3",,30.5,1,,367,,
"SDHIG2005175","CS137","3",,34.2,1,,453,,
"SDHIG2005176","CS137","3",,49,1,,490,,
"SDHIG2005177","CS137","3",,35.2,1,,380,,
"SDHIG2005178","CS137","3",,14.2,2,,221,,
"SDHIG2005179","CS137","3",,4.51,3,,79,,
"SDHIG2005180","CS137","3",,2.86,3,,49,,
"SDHIG2005185","CS137","3",,3.31,2,,115,,
"SDHIG2005186","CS137","3",,2.86,3,,97,,
"SDHIG2005187","CS137","3",,2.35,4,,68,,
"SDHIG2005188","CS137","3",,2.35,3,,83,,
"SDHIG2005189","CS137","3",,2.32,4,,69,,
"SDHIG2005190","CS137","3",,2.94,3,,78,,
"SDHIG2005193","CS137","3",,1.53,5,,,,
"SDHIG2005196","CS137","3",,22.7,1,,391,,
"SDHIG2005197","CS137","3",,26.4,1,,577,,
"SDHIG2005198","CS137","3",,30.8,1,,642,,
"SDHIG2005199","CS137","3",,34,1,,676,,
"SDHIG2005200","CS137","3",,30.1,1,,690,,
"SDHIG2005201","CS137","3",,27.9,1,,722,,
"SDHIG2005204","CS137","3",,11.6,1,,,,
"SDHIG2005211","CS137","3",,21.5,1,,343,,
"SDHIG2005212","CS137","3",,19.7,1,,480,,
"SDHIG2005213","CS137","3",,12.6,1,,342,,
"SDHIG2005214","CS137","3",,6.47,2,,165,,
"SDHIG2005215","CS137","3",,3.09,4,,82,,
"SDHIG2005216","CS137","3",,1.36,6,,36,,
"SDHIG2005217","CS137","3",,0.735,8,,21,,
"SDHIG2005218","CS137","3",,0.763,11,,22,,
"SDHIG2005078","K40","3",,511,1,,4140,,
"SDHIG2005079","K40","3",,471,1,,6800,,
"SDHIG2005080","K40","3",,466,1,,8720,,
"SDHIG2005081","K40","3",,464,1,,10000,,
"SDHIG2005082","K40","3",,446,1,,10300,,
"SDHIG2005083","K40","3",,403,1,,10400,,
"SDHIG2005084","K40","3",,393,1,,10600,,
"SDHIG2005085","K40","3",,422,1,,10800,,
"SDHIG2005086","K40","3",,413,1,,9920,,
"SDHIG2005091","K40","3",,383,1,,4970,,
"SDHIG2005092","K40","3",,363,1,,7960,,
"SDHIG2005093","K40","3",,356,1,,9720,,
"SDHIG2005094","K40","3",,376,1,,9450,,
"SDHIG2005095","K40","3",,406,1,,8260,,
"SDHIG2005096","K40","3",,394,1,,8880,,
"SDHIG2005097","K40","3",,383,1,,10100,,
"SDHIG2005100","K40","3",,560,1,,5110,,
"SDHIG2005101","K40","3",,536,1,,7840,,
"SDHIG2005102","K40","3",,556,1,,7210,,
"SDHIG2005103","K40","3",,610,1,,7760,,
"SDHIG2005104","K40","3",,599,1,,8640,,
"SDHIG2005105","K40","3",,553,1,,8710,,
"SDHIG2005106","K40","3",,605,1,,9510,,
"SDHIG2005107","K40","3",,581,1,,9250,,
"SDHIG2005108","K40","3",,520,1,,9690,,
"SDHIG2005113","K40","3",,522,2,,2400,,
"SDHIG2005114","K40","3",,590,2,,4490,,
"SDHIG2005115","K40","3",,582,1,,6580,,
"SDHIG2005116","K40","3",,607,1,,6970,,
"SDHIG2005117","K40","3",,599,1,,7820,,
"SDHIG2005118","K40","3",,582,1,,7670,,
"SDHIG2005119","K40","3",,553,1,,7770,,
"SDHIG2005120","K40","3",,552,1,,7270,,
"SDHIG2005129","K40","3",,534,2,,2530,,
"SDHIG2005130","K40","3",,413,1,,6760,,
"SDHIG2005131","K40","3",,396,1,,9420,,
"SDHIG2005132","K40","3",,395,1,,10500,,
"SDHIG2005133","K40","3",,408,1,,11500,,
"SDHIG2005134","K40","3",,503,1,,11000,,
"SDHIG2005139","K40","3",,660,2,,2040,,
"SDHIG2005140","K40","3",,663,1,,4280,,
"SDHIG2005141","K40","3",,687,1,,4830,,
"SDHIG2005142","K40","3",,694,1,,4870,,
"SDHIG2005143","K40","3",,694,1,,4740,,
"SDHIG2005144","K40","3",,703,1,,4940,,
"SDHIG2005145","K40","3",,704,1,,5300,,
"SDHIG2005146","K40","3",,701,1,,5730,,
"SDHIG2005149","K40","3",,686,1,,2720,,
"SDHIG2005150","K40","3",,720,1,,5220,,
"SDHIG2005151","K40","3",,753,1,,6120,,
"SDHIG2005152","K40","3",,727,1,,5700,,
"SDHIG2005153","K40","3",,736,1,,6390,,
"SDHIG2005154","K40","3",,695,1,,6990,,
"SDHIG2005155","K40","3",,716,1,,8090,,
"SDHIG2005156","K40","3",,710,1,,8110,,
"SDHIG2005159","K40","3",,728,1,,3440,,
"SDHIG2005160","K40","3",,745,1,,4500,,
"SDHIG2005161","K40","3",,745,1,,4580,,
"SDHIG2005162","K40","3",,784,1,,5380,,
"SDHIG2005163","K40","3",,760,1,,4800,,
"SDHIG2005164","K40","3",,755,1,,5440,,
"SDHIG2005165","K40","3",,754,1,,5120,,
"SDHIG2005166","K40","3",,766,1,,5670,,
"SDHIG2005173","K40","3",,574,1,,4380,,
"SDHIG2005174","K40","3",,586,1,,7040,,
"SDHIG2005175","K40","3",,605,1,,8010,,
"SDHIG2005176","K40","3",,638,1,,6390,,
"SDHIG2005177","K40","3",,621,1,,6700,,
"SDHIG2005178","K40","3",,577,1,,9020,,
"SDHIG2005179","K40","3",,546,1,,9650,,
"SDHIG2005180","K40","3",,546,1,,9420,,
"SDHIG2005185","K40","3",,295,1,,10300,,
"SDHIG2005186","K40","3",,316,1,,10800,,
"SDHIG2005187","K40","3",,341,1,,9980,,
"SDHIG2005188","K40","3",,313,1,,11100,,
"SDHIG2005189","K40","3",,390,1,,11600,,
"SDHIG2005190","K40","3",,526,1,,14100,,
"SDHIG2005193","K40","3",,198,1,,,,
"SDHIG2005196","K40","3",,359,1,,6180,,
"SDHIG2005197","K40","3",,356,1,,7770,,
"SDHIG2005198","K40","3",,357,1,,7450,,
"SDHIG2005199","K40","3",,354,1,,7040,,
"SDHIG2005200","K40","3",,354,1,,8130,,
"SDHIG2005201","K40","3",,368,1,,9520,,
"SDHIG2005204","K40","3",,245,1,,,,
"SDHIG2005211","K40","3",,351,1,,5620,,
"SDHIG2005212","K40","3",,328,1,,8020,,
"SDHIG2005213","K40","3",,329,1,,8980,,
"SDHIG2005214","K40","3",,343,1,,8770,,
"SDHIG2005215","K40","3",,343,1,,9150,,
"SDHIG2005216","K40","3",,341,1,,9050,,
"SDHIG2005217","K40","3",,332,1,,9910,,
"SDHIG2005218","K40","3",,344,1,,10100,,
"SCLOR2005001","K40","CLOR01",,758,3.38,,1285,,
"SCLOR2005001","Cs137","CLOR01",,225,1.28,,381,,
"SCLOR2005001","RA226","CLOR03",,2627,11.7,,44.5,,
"SCLOR2005001","PU238","CLOR08",,0.06,33.6,,0.101,,
"SCLOR2005001","PU239240","CLOR08",,1.183,6.58,,2.01,,
"SCLOR2005002","K40","CLOR01",,769,2.06,,1873,,
"SCLOR2005002","Cs137","CLOR01",,235,1.04,,572,,
"SCLOR2005002","RA226","CLOR03",,26.09,11.1,,63.5,,
"SCLOR2005002","Pu238","CLOR08",,0.078,31.9,,0.189,,
"SCLOR2005002","PU239240","CLOR08",,1.619,6.8,,3.94,,
"SCLOR2005003","K40","CLOR01",,717,2.13,,1889,,
"SCLOR2005003","Cs137","CLOR01",,262,0.98,,691,,
"SCLOR2005003","RA226","CLOR03",,26.71,10.5,,70.40000000000001,,
"SCLOR2005003","Pu238","CLOR08",,0.067,31.9,,0.177,,
"SCLOR2005003","PU239240","CLOR08",,1.624,6.66,,4.28,,
"SCLOR2005004","K40","CLOR01",,729,2.16,,1829,,
"SCLOR2005004","Cs137","CLOR01",,241,1.06,,605,,
"SCLOR2005004","RA226","CLOR03",,26.9,11.2,,67.5,,
"SCLOR2005004","Pu238","CLOR08",,0.106,21,,0.265,,
"SCLOR2005004","PU239240","CLOR08",,2.021,5.27,,5.07,,
"SCLOR2005005","K40","CLOR01",,713,2.2,,1865,,
"SCLOR2005005","Cs137","CLOR01",,211,1.13,,551,,
"SCLOR2005005","RA226","CLOR03",,27.9,9.82,,73,,
"SCLOR2005005","Pu238","CLOR08",,0.102,25.5,,0.267,,
"SCLOR2005005","PU239240","CLOR08",,2.414,5.92,,6.32,,
"SCLOR2005006","K40","CLOR01",,648,2.07,,3334,,
"SCLOR2005006","Cs137","CLOR01",,115,1.4,,593,,
"SCLOR2005006","RA226","CLOR03",,27.45,10.8,,141.3,,
"SCLOR2005006","PU238","CLOR08",,0.147,20.9,,0.755,,
"SCLOR2005006","PU239240","CLOR08",,4.999,4.88,,25.73,,
"SCLOR2005007","K40","CLOR01",,644,1.99,,3678,,
"SCLOR2005007","Cs137","CLOR01",,70.7,1.75,,404,,
"SCLOR2005007","RA226","CLOR03",,27.42,10.8,,156.7,,
"SCLOR2005007","Pu238","CLOR08",,0.415,13.1,,2.37,,
"SCLOR2005007","PU239240","CLOR08",,10.53,4.52,,60.17,,
"SCLOR2005008","K40","CLOR01",,704,2.04,,5448,,
"SCLOR2005008","Cs137","CLOR01",,35.9,2.83,,278,,
"SCLOR2005008","RA226","CLOR03",,26.68,10.4,,206.4,,
"SCLOR2005008","PU238","CLOR08",,0.306,16.7,,2.37,,
"SCLOR2005008","PU239240","CLOR08",,8.871,5.06,,68.59999999999999,,
"SCLOR2005009","K40","CLOR01",,801,1.38,,7972,,
"SCLOR2005009","Cs137","CLOR01",,6.61,6.09,,65.90000000000001,,
"SCLOR2005009","RA226","CLOR03",,27.05,10.9,,269.1,,
"SCLOR2005009","PU239240","CLOR08",,0.715,8.130000000000001,,7.111,,
"SCLOR2005010","K40","CLOR01",,765,1.38,,7060,,
"SCLOR2005010","Cs137","CLOR01",,3.75,8.57,,34.6,,
"SCLOR2005010","RA226","CLOR03",,26.75,10.9,,246.9,,
"SCLOR2005010","PU239240","CLOR08",,0.079,20,,0.73,,
"SCLOR2005011","K40","CLOR01",,723,1.16,,7033,,
"SCLOR2005011","Cs137","CLOR01",,2.37,8.58,,23,,
"SCLOR2005011","RA226","CLOR03",,26.79,10.8,,260.6,,
"SCLOR2005012","K40","CLOR01",,751,1.4,,6911,,
"SCLOR2005012","RA226","CLOR03",,26.42,10.9,,243,,
"SCLOR2005012","PU239240","CLOR08",,0.093,14.6,,1.25,,
"SCLOR2005013","K40","CLOR01",,682,2.91,,574.1,,
"SCLOR2005013","Cs137","CLOR01",,252.5,1.6,,212.7,,
"SCLOR2005013","RA226","CLOR03",,32.67,9.52,,27.5,,
"SCLOR2005014","K40","CLOR01",,775,2.55,,899,,
"SCLOR2005014","Cs137","CLOR01",,228.7,1.43,,265.4,,
"SCLOR2005014","RA226","CLOR03",,30.97,10.4,,35.9,,
"SCLOR2005015","K40","CLOR01",,737,2.29,,1205,,
"SCLOR2005015","Cs137","CLOR01",,184.5,1.36,,301.6,,
"SCLOR2005015","RA226","CLOR03",,31.89,9.75,,52.2,,
"SCLOR2005016","K40","CLOR01",,756,2.5,,1222,,
"SCLOR2005016","Cs137","CLOR01",,145,1.7,,234.5,,
"SCLOR2005016","RA226","CLOR03",,31.75,10.3,,51.3,,
"SCLOR2005017","K40","CLOR01",,787,2.41,,1312,,
"SCLOR2005017","Cs137","CLOR01",,127.2,1.87,,212,,
"SCLOR2005017","RA226","CLOR03",,31.78,9.91,,53,,
"SCLOR2005018","K40","CLOR01",,788,1.91,,3012,,
"SCLOR2005018","Cs137","CLOR01",,86,1.66,,328.6,,
"SCLOR2005018","RA226","CLOR03",,31.23,9.699999999999999,,119.3,,
"SCLOR2005019","K40","CLOR01",,820,1.99,,4060,,
"SCLOR2005019","Cs137","CLOR01",,35.9,2.88,,178,,
"SCLOR2005019","Ra226","CLOR03",,32.82,9.6,,162.6,,
"SCLOR2005020","K40","CLOR01",,873,1.2,,4751,,
"SCLOR2005020","Cs137","CLOR01",,17,2.93,,92.2,,
"SCLOR2005020","RA226","CLOR03",,32.97,9.65,,179.3,,
"SCLOR2005021","K40","CLOR01",,889,1.06,,5333,,
