KEY,COUNTRY,LABORATORY,SEQUENCE,DATE,YEAR,MONTH,DAY,STATION,LATITUDE ddmmmm,LATITUDE dddddd,LONGITUDE ddmmmm,LONGITUDE dddddd,SDEPTH,RUBIN,BIOTATYPE,TISSUE,NO,LENGTH,WEIGHT,DW%,LOI%,MORS_SUBBASIN,HELCOM_SUBBASIN,DATE_OF_ENTRY
"BLEPA2011002",93,"LEPA",2011002,"12/22/11 00:00:00",2011,12,22,"South LEZ",55.3048,55.508,20.4124,20.687333,60,"GADU MOR","F",1,"1",32,494.17,,0,4,9,"02/15/13 00:00:00"
"BLEPA2011003",93,"LEPA",2011003,"12/22/11 00:00:00",2011,12,22,"South LEZ",55.3048,55.508,20.4124,20.687333,60,"PLAT FLE","F",1,"2",25,209.1,,0,4,9,"02/15/13 00:00:00"
"BLEPA2011004",93,"LEPA",2011004,"12/21/11 00:00:00",2011,12,21,"Butinge",55.5642,55.940333,20.2236,20.372667,40,"GADU MOR","F",1,"1",46,641.4,23.6,21.3,4,9,"02/15/13 00:00:00"
"BLEPA2011005",93,"LEPA",2011005,"12/21/11 00:00:00",2011,12,21,"Butinge",55.5642,55.940333,20.2236,20.372667,40,"PLAT FLE","F",1,"1",32.5,338.94,26.4,0,4,9,"02/15/13 00:00:00"
"BLEPA2011006",93,"LEPA",2011006,"12/21/11 00:00:00",2011,12,21,"Central LEZ",55.5018,55.836333,20.05,20.083333,62,"GADU MOR","F",1,"1",40,615.98,26.6,12.8,4,9,"02/15/13 00:00:00"
"BLEPA2011007",93,"LEPA",2011007,"12/21/11 00:00:00",2011,12,21,"Central LEZ",55.5018,55.836333,20.05,20.083333,62,"PLAT FLE","F",1,"2",25.25,184.47,,0,4,9,"02/15/13 00:00:00"
"BLEPA2012001",93,"LEPA",2012001,"12/13/12 00:00:00",2012,12,13,"LT505",55.4239,55.7065,20.3933,20.6555,44,"CLUP HAR","F",1,"8",21.83,66.16,,0,4,9,"04/11/14 00:00:00"
"BLEPA2012002",93,"LEPA",2012002,"12/12/12 00:00:00",2012,12,12,"LT506",55.303,55.505,20.3848,20.6413,61,"GADU MOR","F",1,"1",44.5,903.21,,0,4,9,"04/11/14 00:00:00"
"BLEPA2012003",93,"LEPA",2012003,"12/12/12 00:00:00",2012,12,12,"LT506",55.303,55.505,20.3848,20.6413,61,"PLAT FLE","F",1,"1",33,534.39,,0,4,9,"04/11/14 00:00:00"
"BLEPA2012004",93,"LEPA",2012004,"06/27/12 00:00:00",2012,6,27,"Juodkrante",55.2736,55.456,21.0556,21.0927,0,"CLAD GLO","P",52,,0,,14.6,0,4,9,"04/11/14 00:00:00"
"BLEPA2013001",93,"LEPA",2013001,"11/13/13 00:00:00",2013,11,13,"Near Butinge",56.0337,56.0562,21.0404,21.0673,0,"CLAD GLO","P",52,,,,15.2,,4,9,"04/29/15 00:00:00"
"BLEPA2013002",93,"LEPA",2013002,"11/15/13 00:00:00",2013,11,15,"LT473",55.54,55.9,20.4912,20.8187,33,"CLUP HAR","F",1,"3",23.5,77.2,,,4,9,"04/29/15 00:00:00"
"BLEPA2013003",93,"LEPA",2013003,"11/15/13 00:00:00",2013,11,15,"LT475",55.38,55.6333,20.4154,20.6923,49,"PLAT FLE","F",1,"1",29.8,486.5,,,4,9,"04/29/15 00:00:00"
"BLEPA2013004",93,"LEPA",2013004,"11/15/13 00:00:00",2013,11,15,"LT473",55.54,55.9,20.4912,20.8187,33,"PLAT FLE","F",1,"2",23.2,244.5,,,4,9,"04/29/15 00:00:00"
"BLEPA2013005",93,"LEPA",2013005,"11/15/13 00:00:00",2013,11,15,"LT475",55.38,55.6333,20.4154,20.6923,49,"GADU MOR","F",1,"1",38.2,661.8,,,4,9,"04/29/15 00:00:00"
"BLEPA2013006",93,"LEPA",2013006,"11/15/13 00:00:00",2013,11,15,"LT473",55.54,55.9,20.4912,20.8187,33,"GADU MOR","F",1,"1",37.8,638.6,,,4,9,"04/29/15 00:00:00"
"BLEPA2014001",93,"LEPA",2014001,"10/01/14 00:00:00",2014,10,1,"LT2",55.555,55.925,20.585,20.975,0,"FURC LUM","P",52,,,,33,,4,9,"04/07/16 00:00:00"
"BLEPA2015001",93,"LEPA",2015001,"10/02/15 00:00:00",2015,10,2,"LT2K",55.553,55.921667,21.026,21.043333,0.5,"FURC LUM","P",52,,,,10,,4,9,"05/02/16 00:00:00"
"BLEPA2015002",93,"LEPA",2015002,"12/16/15 00:00:00",2015,12,16,"LT476",55.294,55.49,20.4009,20.6682,60,"GADU MOR","F",1,"1",38.5,586.47,,,4,9,"12/07/16 00:00:00"
"BLEPA2015003",93,"LEPA",2015003,"12/16/15 00:00:00",2015,12,16,"LT476",55.294,55.49,20.4009,20.6682,60,"PLAT FLE","F",1,"5",22.5,117.9,,,4,9,"12/07/16 00:00:00"
"BLEPA2015004",93,"LEPA",2015004,"12/16/15 00:00:00",2015,12,16,"LT506",55.303,55.505,20.3848,20.6413,46,"PLAT FLE","F",1,"6",23.97,163.68,,,4,9,"12/07/16 00:00:00"
"BLEPA2015005",93,"LEPA",2015005,"12/16/15 00:00:00",2015,12,16,"LT506",55.303,55.505,20.3848,20.6413,46,"CLUP HAR","F",1,"37",12.5,24.87,,,4,9,"12/07/16 00:00:00"
"BLEPA2015006",93,"LEPA",2015006,"12/16/15 00:00:00",2015,12,16,"LT476",55.294,55.49,20.4009,20.6682,60,"CLUP HAR","F",1,"28",18.5,31.34,,,4,9,"12/07/16 00:00:00"
"BLEPA2016001",93,"LEPA",2016001,"10/03/16 00:00:00",2016,10,3,"LT2K",55.5521,55.9201,21.0266,21.0443,0.5,"FURC LUM","P",52,,,,10,,4,9,
"BLEPA2016002",93,"LEPA",2016002,"11/25/16 00:00:00",2016,11,25,"LT475",55.38,55.6333,20.4154,20.6923,48,"PLAT FLE","F",1,,25.55,243.6,,,4,9,
"BLEPA2016003",93,"LEPA",2016003,"11/25/16 00:00:00",2016,11,25,"LT596",55.4,55.6667,20.0808,20.1346,74,"CLUP HAR","F",1,,19.38,66.58,,,4,9,
"BLEPA2016004",93,"LEPA",2016004,"11/25/16 00:00:00",2016,11,25,"LT475",55.38,55.6333,20.4154,20.6923,48,"GADU MOR","F",1,,33,397.24,,,4,9,
"BLEPA2017001",93,"LEPA",2017001,"10/06/17 00:00:00",2017,10,6,"LT2K",55.5521,55.9202,21.0266,21.0443,0.5,"FURC LUM","P",52,,,,30,,4,9,"05/14/19 00:00:00"
"BLEPA2018001",93,"LEPA",2018001,"05/09/18 00:00:00",2018,5,9,"LT439",55.55,55.9167,20.55,20.9167,21,"GADU MOR","F",1,"1",39.2,531.5,,,4,9,"05/06/20 00:00:00"
"BLEPA2018002",93,"LEPA",2018002,"05/09/18 00:00:00",2018,5,9,"LT439",55.55,55.9167,20.55,20.9167,21,"PLAT FLE","F",1,"2",28.25,523.7,,,4,9,"05/06/20 00:00:00"
"BLEPA2018003",93,"LEPA",2018003,"05/09/18 00:00:00",2018,5,9,"LT439",55.55,55.9167,20.55,20.9167,21,"CLUP HAR","F",1,"35",17.64,1132.2,,,4,9,"05/06/20 00:00:00"
"BLEPA2018004",93,"LEPA",2018004,"09/20/18 00:00:00",2018,9,20,"LT2K",55.9217,55.553,21.026,21.0433,0.5,"FURC LUM","P",52,,,,19.2,,4,9,"05/06/20 00:00:00"
"BLEPA2018005",93,"LEPA",2018005,"10/24/18 00:00:00",2018,10,24,"LT4",55.441,55.735,21.03,21.05,,"PLAT FLE","F",1,"4",24.8,682.6,,,4,9,"05/06/20 00:00:00"
"BLEPA2018006",93,"LEPA",2018006,"10/24/18 00:00:00",2018,10,24,"LT4",55.441,55.735,21.03,21.05,,"GADU MOR","F",1,"3",32.03,1147.7,,,4,9,"05/06/20 00:00:00"
"BLEPA2018007",93,"LEPA",2018007,"10/24/18 00:00:00",2018,10,24,"LT4",55.441,55.735,21.03,21.05,,"CLUP HAR","F",1,"6",19.57,469.8,,,4,9,"05/06/20 00:00:00"
"BLEPA2019001",93,"LEPA",2019001,"08/01/19 00:00:00",2019,8,1,"LTB-1",56.0322,56.0561,21.0342,21.0618,,"GADU MOR","F",1,"4",33.25,382.67,,,4,9,
"BLEPA2019002",93,"LEPA",2019002,"08/01/19 00:00:00",2019,8,1,"LTB-1",56.0322,56.0561,21.0342,21.0618,,"PLAT FLE","F",1,"4",15.98,61.98,,,4,9,
"BLEPA2019003",93,"LEPA",2019003,"08/01/19 00:00:00",2019,8,1,"LTB-1",56.0322,56.0561,21.0342,21.0618,,"CLUP HAR","F",1,"5",13.08,46.42,,,4,9,
"BLEPA2019004",93,"LEPA",2019004,"08/19/19 00:00:00",2019,8,19,"LTK10",55.183,55.305,21.016,21.0266,,"PERC FLU","F",1,"2",17,64.84,,,4,9,
"BLEPA2019005",93,"LEPA",2019005,"09/12/19 00:00:00",2019,9,12,"LT2K",55.92166,55.552996,21.025998,21.0433,0.5,"FURC LUM","P",52,,,,16.2,,4,9,
"BLEPA2019006",93,"LEPA",2019006,"10/19/19 00:00:00",2019,10,19,"LTS-3",55.466,55.7833,20.56,20.9333,,"GADU MOR","F",1,"3",32.77,325.64,,,4,9,
"BLEPA2019007",93,"LEPA",2019007,"10/19/19 00:00:00",2019,10,19,"LTS-3",55.466,55.7833,20.56,20.9333,,"PLAT FLE","F",1,"5",12.2,102.08,,,4,9,
"BLEPA2019008",93,"LEPA",2019007,"10/19/19 00:00:00",2019,10,19,"LTS-3",55.466,55.7833,20.56,20.9333,,"CLUP HAR","F",1,"7",22.49,72.63,,,4,9,
"BLEPA2020001",93,"LEPA",2020001,"11/05/20 00:00:00",2020,11,5,"LT2K",55.553,55.92166,21.025998,21.04333,0.5,"FURC LUM","P",52,,,,20.27,,4,9,"04/22/22 00:00:00"
"BLEPA2020002",93,"LEPA",2020002,"09/16/20 00:00:00",2020,9,16,"LT440",55.466,55.7833,20.56,20.9333,,"CLUP HAR","F",1,"6",21.6,91.40000000000001,,,4,9,"04/22/22 00:00:00"
"BLEPA2020003",93,"LEPA",2020003,"09/16/20 00:00:00",2020,9,16,"LT440",55.466,55.7833,20.56,20.9333,,"PLAT FLE","F",1,"4",13.23,61.07,,,4,9,"04/22/22 00:00:00"
"BLEPA2020004",93,"LEPA",2020004,"09/16/20 00:00:00",2020,9,16,"LT440",55.466,55.7833,20.56,20.9333,,"GADU MOR","F",1,"3",246.93,34.57,,,4,9,"04/22/22 00:00:00"
"BLREB1996001",92,"LREB",1996001,"08/01/96 00:00:00",1996,8,1,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,"230",16,53,,0,9,14,
"BLREB1996002",92,"LREB",1996002,"08/07/96 00:00:00",1996,8,7,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"109",17,69,,0,14,14,
"BLREB1996003",92,"LREB",1996003,"09/04/96 00:00:00",1996,9,4,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLREB1997001",92,"LREB",1997001,"10/11/97 00:00:00",1997,10,11,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLREB1998001",92,"LREB",1998001,"08/28/98 00:00:00",1998,8,28,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLREB1999001",92,"LREB",1999001,"09/12/99 00:00:00",1999,9,12,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLREB1999003",92,"LREB",1999003,"08/19/99 00:00:00",1999,8,19,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"242",16,64.7,,0,14,14,
"BLREB1999005",92,"LREB",1999005,"08/20/99 00:00:00",1999,8,20,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,,0,,,0,9,14,
"BLREB2000002",92,"LREB",2000002,"10/12/00 00:00:00",2000,10,12,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLRPC2021001",93,"LRPC",2021001,"08/25/21 00:00:00",2021,8,25,"LT2K",55.553,55.92166,21.025998,21.0433,0.5,"FURC LUM","P",52,,,,23.34,,4,9,"05/24/22 00:00:00"
"BLRPC2021002",93,"LRPC",2021002,"09/20/21 00:00:00",2021,9,20,"LT438",56.0322,56.0561,21.0342,21.0618,,"CLUP HAR","F",1,"15",17.11,32.02,,,4,9,"05/24/22 00:00:00"
"BLRPC2021003",93,"LRPC",2021003,"09/20/21 00:00:00",2021,9,20,"LT438",56.0322,56.0561,21.0342,21.0618,,"PLAT FLE","F",1,"9",15.11,36.18,,,4,9,"05/24/22 00:00:00"
"BLRPC2021004",93,"LRPC",2021004,"09/20/21 00:00:00",2021,9,20,"LT438",56.0322,56.0561,21.0342,21.0618,,"GADU MOR","F",1,"4",27.93,172.67,,,4,9,"05/24/22 00:00:00"
"BLVDC1995001",92,"LVDC",1995001,"06/16/95 00:00:00",1995,6,16,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVDC1996001",92,"LVDC",1996001,"08/01/96 00:00:00",1996,8,1,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,"230",16,53,,0,9,14,
"BLVDC1996002",92,"LVDC",1996002,"08/07/96 00:00:00",1996,8,7,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"109",17,69,,0,14,14,
"BLVDC1996003",92,"LVDC",1996003,"09/04/96 00:00:00",1996,9,4,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVDC1997001",92,"LVDC",1997001,"06/29/97 00:00:00",1997,6,29,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,"92",19,86,,0,9,14,
"BLVDC1997002",92,"LVDC",1997002,"06/26/97 00:00:00",1997,6,26,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"47",14,44,,0,14,14,
"BLVDC1997003",92,"LVDC",1997003,"10/11/97 00:00:00",1997,10,11,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVDC1998001",92,"LVDC",1998001,"05/31/98 00:00:00",1998,5,31,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,"144",18,77,,0,9,14,
"BLVDC1998002",92,"LVDC",1998002,"05/31/98 00:00:00",1998,5,31,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"60",16,61,,0,14,14,
"BLVDC1998003",92,"LVDC",1998003,"08/28/98 00:00:00",1998,8,28,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVDC1999002",92,"LVDC",1999002,"09/12/99 00:00:00",1999,9,12,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVDC1999004",92,"LVDC",1999004,"08/19/99 00:00:00",1999,8,19,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"242",16,64.7,,0,14,14,
"BLVDC1999006",92,"LVDC",1999006,"08/20/99 00:00:00",1999,8,20,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,,0,,,0,9,14,
"BLVDC2000001",92,"LVDC",2000001,"08/11/00 00:00:00",2000,8,11,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"31",17,55.6,,0,14,14,
"BLVDC2000003",92,"LVDC",2000003,"10/12/00 00:00:00",2000,10,12,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVEA2001001",92,"LVEA",2001001,"08/16/01 00:00:00",2001,8,16,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"31",17,55.6,,0,14,14,
"BLVEA2001002",92,"LVEA",2001002,"08/22/01 00:00:00",2001,8,22,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,,0,,,0,9,14,
"BLVEA2002001",92,"LVEA",2002001,"08/12/02 00:00:00",2002,8,12,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"31",17,,,0,14,14,
"BLVEA2002002",92,"LVEA",2002002,"08/18/02 00:00:00",2002,8,18,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,,14,46.8,,0,9,14,
"BLVEA2002003",92,"LVEA",2002003,"09/30/02 00:00:00",2002,9,30,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,,0,14,14,
"BLVEA2003001",92,"LVEA",2003001,"09/10/03 00:00:00",2003,9,10,"DAUGAVG",57.1,57.1667,24.05,24.0833,0,"PERC FLU","F",5,"129",17.6,67.3,,0,14,14,
"BLVEA2003002",92,"LVEA",2003002,"08/27/03 00:00:00",2003,8,27,"CNTRGULF",57.25,57.4167,24.05,24.0833,0,"CLUP HAR","F",3,"167",15,15,,0,14,14,
"BLVEA2003003",92,"LVEA",2003003,"09/10/03 00:00:00",2003,9,10,"LIELIRBE",57.4,57.6667,22.1,22.1667,0,"PLAT FLE","F",5,"124",18.1,76.2,,0,9,14,
"BLVEA2003004",92,"LVEA",2003004,"09/06/03 00:00:00",2003,9,6,"SAULKRASTI",57.15,57.25,24.22,24.3667,3,"FUCU VES","P",51,,0,,,0,14,14,
"BLVEA2003005",92,"LVEA",2003005,"09/03/03 00:00:00",2003,9,3,"AINAZI F03",57.52,57.8667,24.18,24.3,5,"FUCU VES","P",51,,0,,,0,14,14,
"BLVEA2003006",92,"LVEA",2003006,"08/03/03 00:00:00",2003,8,3,"MERSRAGS F02",57.22,57.3667,23.07,23.1167,3,"FUCU VES","P",51,,0,,,0,14,14,
"BLVEA2005001",92,"LVEA",2005001,"12/12/05 00:00:00",2005,12,12,"CNTRGULF",57.25,57.4167,24.05,23.7667,0,"CLUP HAR","F",3,"55",13.5,30.9,,0,14,14,
"BLVEA2005002",92,"LVEA",2005002,"11/27/05 00:00:00",2005,11,27,"RAGCIEM",57.02,57.0333,23.3,23.5,0,"FUCU VES","P",52,,0,,17,0,14,14,"08/28/07 00:00:00"
"BNCRS1984001",77,"NCRS",1984001,"09/28/84 00:00:00",1984,9,28,"SWF22",60.267,60.445,18.135,18.225,0,"GADU MOR","F",5,,0,,49,0,1,8,
"BNCRS1984002",77,"NCRS",1984002,"08/29/84 00:00:00",1984,8,29,"SWF111",60.302,60.5033,18.22,18.3667,0,"MYTI EDU","B",41,,0,,38,0,1,8,
"BNCRS1984003",77,"NCRS",1984003,"08/29/84 00:00:00",1984,8,29,"SWF111",60.302,60.5033,18.22,18.3667,0,"FUCU VES","P",51,,0,,,0,1,8,
"BNCRS1984005",77,"NCRS",1984005,"09/29/84 00:00:00",1984,9,29,"SWB16",55.5335,55.8892,12.426,12.71,0,"FUCU VES","P",51,,0,,,0,13,13,
"BNCRS1984006",77,"NCRS",1984006,"10/05/84 00:00:00",1984,10,5,"SWR25",57.2011,57.3352,12.0445,12.0742,0,"FUCU VES","P",51,,0,,,0,12,12,
"BNCRS1985001",77,"NCRS",1985001,"10/10/85 00:00:00",1985,10,10,"SW1",65.34999999999999,65.58329999999999,22.53,22.8833,0,"CLUP HAR","F",5,,0,,22,0,7,7,
"BNCRS1985002",77,"NCRS",1985002,"10/24/85 00:00:00",1985,10,24,"SWF22",60.267,60.445,18.135,18.225,0,"GADU MOR","F",5,,0,,17,0,1,8,
"BNCRS1985003",77,"NCRS",1985003,"10/24/85 00:00:00",1985,10,24,"SWF111",60.302,60.5033,18.22,18.3667,0,"MYTI EDU","B",41,,0,,26,0,1,8,
"BNCRS1985004",77,"NCRS",1985004,"10/24/85 00:00:00",1985,10,24,"SWF111",60.302,60.5033,18.22,18.3667,0,"FUCU VES","P",51,,0,,,0,1,8,
"BNCRS1985006",77,"NCRS",1985006,"11/11/85 00:00:00",1985,11,11,"SWF110",60.276,60.46,18.2,18.3333,0,"MACO BAL","B",41,,0,,40,0,1,8,
"BNCRS1985007",77,"NCRS",1985007,"08/27/85 00:00:00",1985,8,27,"SW6",57.12,57.2,11.49,11.8167,0,"CLUP HAR","F",5,,0,,25,0,12,12,
"BNCRS1985008",77,"NCRS",1985008,"12/03/85 00:00:00",1985,12,3,"SW6",57.12,57.2,11.49,11.8167,0,"GADU MOR","F",5,,0,,20,0,12,12,
"BNCRS1985009",77,"NCRS",1985009,"11/14/85 00:00:00",1985,11,14,"SW6",57.12,57.2,11.49,11.8167,0,"MYTI EDU","B",41,,0,,20,0,12,12,
"BNCRS1985010",77,"NCRS",1985010,"06/15/85 00:00:00",1985,6,15,"SW7",58.33,58.55,10.58,10.9667,0,"MYTI EDU","B",41,,0,,13,0,15,18,
"BNCRS1985011",77,"NCRS",1985011,"05/20/85 00:00:00",1985,5,20,"SWB16",55.5335,55.8892,12.426,12.71,0,"FUCU VES","P",51,,0,,,0,13,13,
"BNCRS1985012",77,"NCRS",1985012,"10/08/85 00:00:00",1985,10,8,"SWR25",57.2011,57.3352,12.0445,12.0742,0,"FUCU VES","P",51,,0,,,0,12,12,
"BNCRS1985014",77,"NCRS",1985014,"10/21/85 00:00:00",1985,10,21,"SW3",58.34,58.5667,18,18,0,"CLUP HAR","F",5,,0,,22,0,3,10,
"BNCRS1985015",77,"NCRS",1985015,"11/15/85 00:00:00",1985,11,15,"SW4",55.55,55.9167,15.5,15.8333,0,"CLUP HAR","F",5,,0,,22,0,6,6,
"BNCRS1985016",77,"NCRS",1985016,"09/15/85 00:00:00",1985,9,15,"SW5",56.45,56.75,18.3,18.5,0,"GADU MOR","F",5,,0,,19,0,9,9,
"BNCRS1985017",77,"NCRS",1985017,"09/26/85 00:00:00",1985,9,26,"SWS15",57.1514,57.2523,16.482,16.8033,0,"FUCU VES","P",51,,0,,,0,10,10,
"BNCRS1985018",77,"NCRS",1985018,"09/25/85 00:00:00",1985,9,25,"SWS20",57.2697,57.4495,16.4403,16.7338,0,"MACO BAL","B",41,,0,,40,0,10,10,
"BNCRS1986001",77,"NCRS",1986001,"09/02/86 00:00:00",1986,9,2,"SW1",65.34999999999999,65.58329999999999,22.53,22.8833,0,"CLUP HAR","F",5,,0,,21,0,7,7,
"BNCRS1986002",77,"NCRS",1986002,"11/27/86 00:00:00",1986,11,27,"SW2",60.32,60.5333,18.1,18.1667,0,"CLUP HAR","F",5,,0,,21,0,1,8,
"BNCRS1986003",77,"NCRS",1986003,"10/10/86 00:00:00",1986,10,10,"SWF22",60.267,60.445,18.135,18.225,0,"GADU MOR","F",5,,0,,18,0,1,8,
"BNCRS1986004",77,"NCRS",1986004,"09/08/86 00:00:00",1986,9,8,"SWF111",60.302,60.5033,18.22,18.3667,0,"MYTI EDU","B",41,,0,,31,0,1,8,
"BNCRS1986005",77,"NCRS",1986005,"09/08/86 00:00:00",1986,9,8,"SWF111",60.302,60.5033,18.22,18.3667,0,"FUCU VES","P",51,,0,,,0,1,8,
"BNCRS1986007",77,"NCRS",1986007,"09/16/86 00:00:00",1986,9,16,"SW6",57.12,57.2,11.49,11.8167,0,"GADU MOR","F",5,,0,,22,0,12,12,
"BNCRS1986008",77,"NCRS",1986008,"09/07/86 00:00:00",1986,9,7,"SW6",57.12,57.2,11.49,11.8167,0,"CLUP HAR","F",5,,0,,26,0,12,12,
"BNCRS1986009",77,"NCRS",1986009,"10/29/86 00:00:00",1986,10,29,"SW7",58.33,58.55,10.58,10.9667,0,"MYTI EDU","B",41,,0,,16,0,15,18,
"BNCRS1986011",77,"NCRS",1986011,"09/30/86 00:00:00",1986,9,30,"SWR25",57.2011,57.3352,12.0445,12.0742,0,"FUCU VES","P",51,,0,,,0,12,12,
"BNCRS1986013",77,"NCRS",1986013,"10/26/86 00:00:00",1986,10,26,"SW3",58.34,58.5667,18,18,0,"CLUP HAR","F",5,,0,,26,0,3,10,
"BNCRS1986014",77,"NCRS",1986014,"10/06/86 00:00:00",1986,10,6,"SW4",55.55,55.9167,15.5,15.8333,0,"CLUP HAR","F",5,,0,,27,0,6,6,
"BNCRS1986015",77,"NCRS",1986015,"09/09/86 00:00:00",1986,9,9,"SW5",56.45,56.75,18.3,18.5,0,"GADU MOR","F",5,,0,,19,0,9,9,
"BNCRS1986016",77,"NCRS",1986016,"04/28/86 00:00:00",1986,4,28,"SWS15",57.1514,57.2523,16.482,16.8033,0,"FUCU VES","P",51,,0,,,0,10,10,
"BNCRS1986017",77,"NCRS",1986017,"08/25/86 00:00:00",1986,8,25,"SWS20",57.2697,57.4495,16.4403,16.7338,0,"MACO BAL","B",41,,0,,40,0,10,10,
"BNCRS1987001",77,"NCRS",1987001,"07/09/87 00:00:00",1987,7,9,"SW1",65.34999999999999,65.58329999999999,22.53,22.8833,2,"CLUP HAR","F",5,"40",19,40,25,0,7,7,
"BNCRS1987002",77,"NCRS",1987002,"09/29/87 00:00:00",1987,9,29,"SW2",60.32,60.5333,18.1,18.1667,2,"CLUP HAR","F",5,"32",17,30,22,0,1,8,
"BNCRS1987003",77,"NCRS",1987003,"10/18/87 00:00:00",1987,10,18,"SW3",58.34,58.5667,18,18,2,"CLUP HAR","F",5,"30",17,46,25,0,3,10,
"BNCRS1987004",77,"NCRS",1987004,"09/23/87 00:00:00",1987,9,23,"SW4",55.55,55.9167,15.5,15.8333,2,"CLUP HAR","F",5,"23",17,43,26,0,6,6,
"BNCRS1987005",77,"NCRS",1987005,"08/12/87 00:00:00",1987,8,12,"SW5",56.45,56.75,18.3,18.5,2,"GADU MOR","F",5,"10",34,387,19,0,9,9,
"BNCRS1987006",77,"NCRS",1987006,"09/15/87 00:00:00",1987,9,15,"OKG",57.1514,57.2523,16.482,16.8033,2,"MYTI EDU","B",43,"101",3,13,10,0,10,10,
"BNCRS1987007",77,"NCRS",1987007,"09/17/87 00:00:00",1987,9,17,"SWS15",57.1514,57.2523,16.482,16.8033,2,"FUCU VES","P",51,,0,,,0,10,10,
"BNCRS1987008",77,"NCRS",1987008,"09/16/87 00:00:00",1987,9,16,"OKG",57.2697,57.4495,16.4403,16.7338,2,"MACO BAL","B",41,"137",0,,43,0,10,10,
"BNCRS1987009",77,"NCRS",1987009,"11/05/87 00:00:00",1987,11,5,"SW6",57.12,57.2,11.49,11.8167,2,"CLUP HAR","F",5,"19",23,81,28,0,12,12,
"BNCRS1987010",77,"NCRS",1987010,"09/23/87 00:00:00",1987,9,23,"SW6",57.12,57.2,11.49,11.8167,2,"GADU MOR","F",5,"10",36,486,19,0,12,12,
"BNCRS1987011",77,"NCRS",1987011,"10/01/87 00:00:00",1987,10,1,"SW6",57.12,57.2,11.49,11.8167,2,"MYTI EDU","B",43,"25",7,,19,0,12,12,
"BNCRS1987012",77,"NCRS",1987012,"11/04/87 00:00:00",1987,11,4,"SW7",58.33,58.55,10.58,10.9667,2,"MYTI EDU","B",43,"21",7,,19,0,15,18,
"BNCRS1987013",77,"NCRS",1987013,"09/21/87 00:00:00",1987,9,21,"SWR25",57.2011,57.3352,12.0445,12.0742,2,"FUCU VES","P",51,,0,,,0,12,12,
"BNCRS1987014",77,"NCRS",1987014,"11/10/87 00:00:00",1987,11,10,"SWF22",60.267,60.445,18.135,18.225,2,"GADU MOR","F",5,"2",0,,20,0,1,8,
"BNCRS1987015",77,"NCRS",1987015,"06/23/87 00:00:00",1987,6,23,"SWF110",60.276,60.46,18.2,18.3333,2,"MACO BAL","B",41,"394",0,,56,0,1,8,
